proposal_id	proposal_type	identity_key	canonical_card_name	canonical_card_id	proposed_copy	provenance	limitations	disposition	owner_decision	replacement_locator
packet1_rationale_w_48e6d3d8_2f27_4017_acdd_40bce8cdbc02	CARD_RATIONALE	W	Giada, Font of Hope	48e6d3d8-2f27-4017-acdd-40bce8cdbc02	Giada gives White's coordinated creature growth a direct example: she helps cast Angels, and each later Angel enters with counters for the Angels already assembled.	{"identity_authority":"data/raw-factions/white/white.claims.json","certified_identity_claims":[{"claim_id":"white_claim_0004","statement":"White's thematic center includes community, honor, defense, cooperation, law, religion, government, military order, and charity; it treats selfishness and recklessness as chief threats."},{"claim_id":"white_claim_0007","statement":"White's mechanical texture includes rules-setting, taxing, protection, lifegain, small-creature/team play, exile or conditional creature answers, enchantment ties, and slow once-per-turn card draw as a modern Commander-aware adjustment."}],"relationship_lead":"data/raw-factions/white/white.claims.json#white_claim_0007","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=48e6d3d8-2f27-4017-acdd-40bce8cdbc02","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-w
packet1_rationale_witch_7e6b9b59_cd68_4e3c_827b_38833c92d6eb	CARD_RATIONALE	WITCH	Atraxa, Praetors' Voice	7e6b9b59-cd68-4e3c-827b-38833c92d6eb	Atraxa gives Witch's systematic-accumulation frame a bounded example by proliferating at each of your end steps.	{"identity_authority":"data/raw-factions/witch/witch.claims.json","certified_identity_claims":[{"claim_id":"witch_claim_0003","statement":"The Witch / Growth GWUB four-color lane is framed by the color it excludes: Red."},{"claim_id":"witch_claim_0005","statement":"The current Witch / Growth frame may discuss patient development, calculated expansion, systematic accumulation, proliferate/counter scaling, and bounded Atraxa / Breed Lethality Commander texture, but detailed metaphysical, Commander, strategic, comparative, popularity, or Phyrexia-collapse claims should remain bounded beyond the approved evidence floor."}],"relationship_lead":"data/raw-factions/witch/witch.claims.json#witch_claim_0005","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=7e6b9b59-cd68-4e3c-827b-38833c92d6eb","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-witch
packet1_rationale_witherbloom_f61c1dc4_2f09_4b50_957f_ee656c659072	CARD_RATIONALE	WITHERBLOOM	Dina, Essence Brewer	f61c1dc4-2f09-4b50-957f-ee656c659072	Dina makes Witherbloom's practical life-and-death exchange visible by turning a sacrificed creature into a card, life, and +1/+1 counters.	{"identity_authority":"data/raw-factions/witherbloom/witherbloom.claims.json","certified_identity_claims":[{"claim_id":"witherbloom_claim_0019","statement":"Witherbloom identity is practical life/death craft: living essence, natural components, healing, harm, medicine, toxicology, mortuary practice, and other embodied studies matter when they show life and death as usable forces rather than abstract mood."},{"claim_id":"witherbloom_claim_0022","statement":"Witherbloom mechanics-facing identity may use life gain, life loss, Pests, sacrifice, healing, harm, and death triggers when those mechanics express biological exchange, living essence, or practical life/death craft."}],"relationship_lead":"data/raw-factions/witherbloom/witherbloom.claims.json#witherbloom_claim_0022","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=f61c1dc4-2f09-4b50-957f-ee656c659072","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-witherbloom
packet1_rationale_wubrg_9f6828e3_39d9_45d9_9bf1_0e3737a0321e	CARD_RATIONALE	WUBRG	Ulalek, Fused Atrocity	9f6828e3-39d9-45d9-9bf1-0e3737a0321e	Ulalek is a deckbuilding example of Five-Color access: its verified color identity includes all five colors, while its ability uses colorless mana to copy Eldrazi spells and abilities.	{"identity_authority":"data/raw-factions/wubrg/wubrg.claims.json","certified_identity_claims":[{"claim_id":"wubrg_claim_0002","statement":"In Commander, a WUBRG commander gives the deck access to White, Blue, Black, Red, and Green color identity at the deck-construction level."},{"claim_id":"wubrg_claim_0006","statement":"WUBRG Commander and precon rows may be shown as support-only deckbuilding navigation when local row, commander identity, product name, and official/current decklist source agree."},{"claim_id":"wubrg_claim_0008","statement":"Official WUBRG Commander product and decklist anchors may support named examples, deck/product texture, and source coverage only; they do not by themselves support color philosophy, metaphysics, lore proof, placement proof, legality, popularity, ranking, metagame, or deck-quality claims."}],"relationship_lead":"data/raw-factions/wubrg/wubrg.claims.json#wubrg_claim_0006","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=9f6828e3-39d9-45d9-9bf1-0e3737a0321e","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-wubrg
packet1_rationale_yore_d460a9e2_5a7d_4562_880e_45174be19a9d	CARD_RATIONALE	YORE	Breya, Etherium Shaper	d460a9e2-5a7d-4562-880e-45174be19a9d	Breya makes Yore's artifice frame concrete by creating artifact creatures, then converting artifacts through several selectable effects.	{"identity_authority":"data/raw-factions/yore/yore.claims.json","certified_identity_claims":[{"claim_id":"yore_claim_0003","statement":"The Yore / Artifice WUBR four-color lane is framed by the color it excludes: Green."},{"claim_id":"yore_claim_0004","statement":"The current Yore / Artifice frame centers civilization, technology, artifice, and progress over natural acceptance and organic limits."}],"relationship_lead":"data/raw-factions/yore/yore.claims.json#yore_claim_0004","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=d460a9e2-5a7d-4562-880e-45174be19a9d","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-yore
packet1_voice_abzan_46535f8e_1bcd_4588_ac6c_a4bc89c379c8_1	CARD_VOICE	ABZAN	Abzan Banner	46535f8e-1bcd-4588-ac6c-a4bc89c379c8	Stone to endure, roots to remember.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/ABZAN/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=46535f8e-1bcd-4588-ac6c-a4bc89c379c8","identity_authority":"data/raw-factions/abzan/abzan.claims.json"}	Exact card text is verified, but public use remains owner-gated. Bant, Selesnya, and Golgari can also sound enduring or communal; the Kin-Tree and ancestor-continuity frame is the bounded Abzan bridge.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-abzan
packet1_voice_b_78725353_9274_420a_b722_add0f43c444e_replacement	CARD_VOICE	B	Ancient Craving	78725353-9274-420a-b722-add0f43c444e	Knowledge demands sacrifice.	{"candidate_inventory":"data/scryfall/indexes/card-flavor-index.json#oracle_id=78725353-9274-420a-b722-add0f43c444e","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=78725353-9274-420a-b722-add0f43c444e","identity_authority":"data/raw-factions/black/black.claims.json"}	Exact card text is verified, but public use remains owner-gated. Blue and Dimir also value knowledge, while Orzhov values payment; this echo belongs here only because the line makes sacrifice the price of access rather than secrecy or institutional debt.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-b
packet1_voice_bant_67ceffa4_2fdb_499c_88cd_49fb5eb9be59_2	CARD_VOICE	BANT	Bant Sojourners	67ceffa4-2fdb-499c-88cd-49fb5eb9be59	"We must spread Bant's light before we are shadowed over."	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/BANT/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=67ceffa4-2fdb-499c-88cd-49fb5eb9be59","identity_authority":"data/raw-factions/bant/bant.claims.json"}	Exact card text is verified, but public use remains owner-gated. Azorius and Selesnya can also sound orderly or communal; the explicit Bant reference and its idealized public-honor frame prevent a generic WUG inference.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-bant
packet1_voice_bg_fc17d8dd_887f_405e_a195_777aa3da36f5_1	CARD_VOICE	BG	Bloodbond March	fc17d8dd-887f-405e-a195-777aa3da36f5	The Golgari support a vast army because death never ends its soldiers' service.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/BG/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=fc17d8dd-887f-405e-a195-777aa3da36f5","identity_authority":"data/raw-factions/golgari_swarm/golgari_swarm.claims.json"}	Exact card text is verified, but public use remains owner-gated. Witherbloom and generic graveyard decks also join life and death; the explicit Golgari reclamation-and-service frame is required.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-bg
packet1_voice_br_3f806353_592e_431c_a7dd_a4c64034f94d_1	CARD_VOICE	BR	Avatar of Discord	3f806353-592e-431c-a7dd-a4c64034f94d	Such is the power of Rakdos that even his shadow takes on a cruel life of its own.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/BR/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=3f806353-592e-431c-a7dd-a4c64034f94d","identity_authority":"data/raw-factions/cult_of_rakdos/cult_of_rakdos.claims.json"}	Exact card text is verified, but public use remains owner-gated. Mono-Red, Black, and Gruul can express danger or cruelty; only the explicit Rakdos spectacle/transgression frame supports this relationship.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-br
packet1_voice_colorless_14693689_d087_43b6_9c3f_63ab0648fc20_1	CARD_VOICE	COLORLESS	All Is Dust	14693689-d087-43b6-9c3f-63ab0648fc20	"The emergence of the Eldrazi isn't necessarily a bad thing, as long as you've already lived a fulfilling and complet...	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/COLORLESS/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=14693689-d087-43b6-9c3f-63ab0648fc20","identity_authority":"data/raw-factions/colorless/colorless.claims.json"}	Exact card text is verified, but public use remains owner-gated. Eldrazi flavor can also occur in Five-Color or Devoid decks. This is a bounded Eldrazi branch, not proof that every Eldrazi card or artifact belongs to Colorless.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-colorless
packet1_voice_dune_0f5a3a09_2f07_4774_9e0f_e99d9a444166_1	CARD_VOICE	DUNE	Aurelia, the Warleader	0f5a3a09-2f07-4774-9e0f-e99d9a444166	Where Razia was aloof and untouchable, Aurelia is on the frontlines, calling for war.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/DUNE/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=0f5a3a09-2f07-4774-9e0f-e99d9a444166","identity_authority":"data/raw-factions/dune/dune.claims.json"}	Exact card text is verified, but public use remains owner-gated. This excerpt is canonically Boros and therefore carries a high Boros/Mardu confusion risk. It is only a cross-identity voice echo for Dune's bounded direct-action frame.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-dune
packet1_voice_esper_fef94125_aa8d_4147_a609_1e990961bde2_3	CARD_VOICE	ESPER	Brainbite	fef94125-aa8d-4147-a609-1e990961bde2	An Esper mage will leave a hole in your memory with surgical precision. A Grixis mage sees no reason to be so kind.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/ESPER/2","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=fef94125-aa8d-4147-a609-1e990961bde2","identity_authority":"data/raw-factions/esper/esper.claims.json"}	Exact card text is verified, but public use remains owner-gated. Blue, Dimir, Azorius, and Grixis also use information or control; the excerpt explicitly contrasts Esper's surgical precision with Grixis.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-esper
packet1_voice_g_b0b6be0c_41cf_4757_9f0e_87227b6ba6b3_3	CARD_VOICE	G	Ghalta, Primal Hunger	b0b6be0c-41cf-4757-9f0e-87227b6ba6b3	The earth walks, strongest of all.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/G/2","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=b0b6be0c-41cf-4757-9f0e-87227b6ba6b3","identity_authority":"data/raw-factions/green/green.claims.json"}	Exact card text is verified, but public use remains owner-gated. Gruul, Naya, and Temur also use primal nature; this is a mono-Green voice echo only, not proof from creature size or card color.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-g
packet1_voice_glint_3a92b235_196b_4f46_9d20_06f4d3653d36_replacement	CARD_VOICE	GLINT	Aberrant Return	3a92b235-196b-4f46-9d20-06f4d3653d36	Shadowmoor is rife with wild magic—powerful but as volatile as the plane itself.	{"candidate_inventory":"data/scryfall/indexes/card-flavor-index.json#oracle_id=3a92b235-196b-4f46-9d20-06f4d3653d36","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=3a92b235-196b-4f46-9d20-06f4d3653d36","identity_authority":"data/raw-factions/glint/glint.claims.json"}	Exact card text is verified, but public use remains owner-gated. Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-glint
packet1_voice_grixis_fef94125_aa8d_4147_a609_1e990961bde2_3	CARD_VOICE	GRIXIS	Brainbite	fef94125-aa8d-4147-a609-1e990961bde2	An Esper mage will leave a hole in your memory with surgical precision. A Grixis mage sees no reason to be so kind.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/GRIXIS/2","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=fef94125-aa8d-4147-a609-1e990961bde2","identity_authority":"data/raw-factions/grixis/grixis.claims.json"}	Exact card text is verified, but public use remains owner-gated. Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-grixis
packet1_voice_ink_0895c9b7_ae7d_4bb3_af17_3b75deb50a25_replacement	CARD_VOICE	INK	Command Tower	0895c9b7-ae7d-4bb3-af17-3b75deb50a25	Knowledge is wasted if not shared.	{"candidate_inventory":"data/scryfall/indexes/card-flavor-index.json#oracle_id=0895c9b7-ae7d-4bb3-af17-3b75deb50a25","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=0895c9b7-ae7d-4bb3-af17-3b75deb50a25","identity_authority":"data/raw-factions/ink/ink.claims.json"}	Exact card text is verified, but public use remains owner-gated. White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-ink
packet1_voice_jeskai_341cf654_faf7_4db9_bd9a_70783f1ccff0_2	CARD_VOICE	JESKAI	Bloodfire Expert	341cf654-faf7-4db9-bd9a-70783f1ccff0	Some efreet abandon their homes in the volcanic Fire Rim to embrace the Jeskai Way and discipline their innate flames.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/JESKAI/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=341cf654-faf7-4db9-bd9a-70783f1ccff0","identity_authority":"data/raw-factions/jeskai/jeskai.claims.json"}	Exact card text is verified, but public use remains owner-gated. Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-jeskai
packet1_voice_jund_9b984236_39cf_4552_827b_e81c26cfb388_1	CARD_VOICE	JUND	Broodmate Tyrant	9b984236-39cf-4552-827b-e81c26cfb388	Karrthus was not the first Tyrant of Jund, nor will he be the last.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/JUND/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=9b984236-39cf-4552-827b-e81c26cfb388","identity_authority":"data/raw-factions/jund/jund.claims.json"}	Exact card text is verified, but public use remains owner-gated. Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-jund
packet1_voice_lorehold_d34a3b58_a905_4e90_b35c_9f5c21149b04_1	CARD_VOICE	LOREHOLD	Campus Renovation	d34a3b58-a905-4e90-b35c-9f5c21149b04	Reconstructing the past is Lorehold's specialty.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/LOREHOLD/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=d34a3b58-a905-4e90-b35c-9f5c21149b04","identity_authority":"data/raw-factions/lorehold/lorehold.claims.json"}	Exact card text is verified, but public use remains owner-gated. White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-lorehold
packet1_voice_mardu_cad09970_14c8_4d80_82fe_6c855efb0191_3	CARD_VOICE	MARDU	Bloodsoaked Champion	cad09970-14c8-4d80-82fe-6c855efb0191	"Death is merely another foe the Mardu will overcome."	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/MARDU/2","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=cad09970-14c8-4d80-82fe-6c855efb0191","identity_authority":"data/raw-factions/mardu/mardu.claims.json"}	Exact card text is verified, but public use remains owner-gated. Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-mardu
packet1_voice_naya_956250da_532a_4457_8696_73915be56943_2	CARD_VOICE	NAYA	Cradle of Vitality	956250da-532a-4457-8696-73915be56943	Naya's trees grow tall and sturdy. Their foliage intertwines to form dewcups, rainwater pools where the elves gather...	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/NAYA/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=956250da-532a-4457-8696-73915be56943","identity_authority":"data/raw-factions/naya/naya.claims.json"}	Exact card text is verified, but public use remains owner-gated. Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-naya
packet1_voice_prismari_348c67ef_9ccc_4651_9038_efdf1ad1b36a_2	CARD_VOICE	PRISMARI	Rootha, Mastering the Moment	348c67ef-9ccc-4651-9038-efdf1ad1b36a	"The great thrill of perfection is that we'll always be chasing it."	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/PRISMARI/1","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=348c67ef-9ccc-4651-9038-efdf1ad1b36a","identity_authority":"data/raw-factions/prismari/prismari.claims.json"}	Exact card text is verified, but public use remains owner-gated. Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-prismari
packet1_voice_quandrix_ce1a6c1f_6b4e_4d19_b256_48d073b359b7_3	CARD_VOICE	QUANDRIX	Additive Evolution	ce1a6c1f-6b4e-4d19-b256-48d073b359b7	"Numbers have no limits. Why should nature?" —Emil, Quandrix fourth-year	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/QUANDRIX/2","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=ce1a6c1f-6b4e-4d19-b256-48d073b359b7","identity_authority":"data/raw-factions/quandrix/quandrix.claims.json"}	Exact card text is verified, but public use remains owner-gated. Simic and Green also scale living systems; the explicit mathematical/natural synthesis makes this Quandrix rather than generic growth.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-quandrix
packet1_voice_r_8c3495bf_02e7_4ad9_949d_92eb3d2b662a_1	CARD_VOICE	R	Torbran, Thane of Red Fell	8c3495bf-02e7-4ad9-949d-92eb3d2b662a	A dwarf's grudge runs deeper than the mountains' roots.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/R/0","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=8c3495bf-02e7-4ad9-949d-92eb3d2b662a","identity_authority":"data/raw-factions/red/red.claims.json"}	Exact card text is verified, but public use remains owner-gated. Black, Rakdos, Gruul, and Jund also express anger or grievance. This is a bounded mono-Red emotional-intensity echo, not identity proof from the card's color.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-r
packet1_voice_rg_327d9679_0049_4401_8dab_e0fb362306bd_2	CARD_VOICE	RG	Burning-Tree Emissary	327d9679-0049-4401-8dab-e0fb362306bd	Those who regard the Gruul as savage simpletons underestimate the subtle power of their shamans.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/RG/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=327d9679-0049-4401-8dab-e0fb362306bd","identity_authority":"data/raw-factions/gruul_clans/gruul_clans.claims.json"}	Exact card text is verified, but public use remains owner-gated. Red, Green, and Temur can sound instinctive or wild; the explicit Gruul anti-civilization and shaman context supplies the relationship.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-rg
packet1_voice_silverquill_f88eeb04_4b8e_4c76_a8c6_90887b94d518_1	CARD_VOICE	SILVERQUILL	Beaming Defiance	f88eeb04-4b8e-4c76-a8c6-90887b94d518	"I've lived too long in my father's shadow. It's time to find my own light." —Killian, Silverquill mage-student	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/SILVERQUILL/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=f88eeb04-4b8e-4c76-a8c6-90887b94d518","identity_authority":"data/raw-factions/silverquill/silverquill.claims.json"}	Exact card text is verified, but public use remains owner-gated. Prismari and mono-White can also value expression or confidence; Silverquill requires word/social influence and power-awareness rather than art alone.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-silverquill
packet1_voice_sultai_c469133e_174d_476b_b135_bbf15e415e72_2	CARD_VOICE	SULTAI	Aggressive Negotiations	c469133e-174d-476b-b135-bbf15e415e72	"When an alliance outlasts its usefulness it's best to end it quickly." —Heng, Sultai ambassador	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/SULTAI/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=c469133e-174d-476b-b135-bbf15e415e72","identity_authority":"data/raw-factions/sultai/sultai.claims.json"}	Exact card text is verified, but public use remains owner-gated. Black, Dimir, Grixis, and Orzhov can all sound calculating; the explicit Sultai ruthlessness and instrumental alliance frame is required.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-sultai
packet1_voice_temur_ccad8b03_5ff1_4895_94e0_0c96883cb875_1	CARD_VOICE	TEMUR	Avalanche Tusker	ccad8b03-5ff1-4895-94e0-0c96883cb875	"Hold the high ground, then bring it to your enemy." —Surrak, khan of the Temur	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/TEMUR/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=ccad8b03-5ff1-4895-94e0-0c96883cb875","identity_authority":"data/raw-factions/temur/temur.claims.json"}	Exact card text is verified, but public use remains owner-gated. Gruul and Green also use physical force; the explicit Temur synthesis of terrain, problem solving, and direct action is the bridge.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-temur
packet1_voice_u_0f8b97fe_3e5e_47c2_9a9d_7f77482aa159_2	CARD_VOICE	U	Azami, Lady of Scrolls	0f8b97fe-3e5e-47c2-9a9d-7f77482aa159	"Choices belong to those with the luxuries of time and distance. We have neither. I recommend we proceed with the plan to destroy all shrines of the kami." —Lady Azami, letter t...	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/U/1","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=0f8b97fe-3e5e-47c2-9a9d-7f77482aa159","identity_authority":"data/raw-factions/blue/blue.claims.json"}	Exact card text is verified, but public use remains owner-gated. Azorius, Esper, Dimir, and Jeskai also plan; this is a mono-Blue knowledge-and-deliberation echo without secrecy, law, or faction doctrine.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-u
packet1_voice_ub_c9edddb4_0d60_4d21_8887_51d943c6a31f_2	CARD_VOICE	UB	Consult the Necrosages	c9edddb4-0d60-4d21-8887-51d943c6a31f	Dimir rank and file never see nor hear their guildmaster. All orders are given through mysterious necrosages who appe...	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/UB/1","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=c9edddb4-0d60-4d21-8887-51d943c6a31f","identity_authority":"data/raw-factions/house_dimir/house_dimir.claims.json"}	Exact card text is verified, but public use remains owner-gated. Azorius and Orzhov also use hierarchy, while Blue/Black use information; the hidden backroom delivery is the Dimir distinction.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-ub
packet1_voice_ug_69fd4ddf_9ed8_4c56_bef3_9944daf05e4f_3	CARD_VOICE	UG	Coiling Oracle	69fd4ddf-9ed8-4c56-bef3-9944daf05e4f	Snaking remnants of nature directed by a body of thought and progress, the oracles embody all that is Simic.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/UG/2","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=69fd4ddf-9ed8-4c56-bef3-9944daf05e4f","identity_authority":"data/raw-factions/simic_combine/simic_combine.claims.json"}	Exact card text is verified, but public use remains owner-gated. Quandrix and generic Blue-Green also join nature and intellect; the explicit Simic biological-improvement context supplies the bridge.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-ug
packet1_voice_ur_fa09e18c_e7cf_4f08_9cc4_324e36594063_1	CARD_VOICE	UR	Beamsplitter Mage	fa09e18c-e7cf-4f08-9cc4-324e36594063	The Izzet love replicating results.	{"candidate_inventory":"data/archscry-flavor-snippets.json#/snippets/UR/0","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=fa09e18c-e7cf-4f08-9cc4-324e36594063","identity_authority":"data/raw-factions/izzet_league/izzet_league.claims.json"}	Exact card text is verified, but public use remains owner-gated. Prismari and Quandrix also experiment; Izzet requires invention, technical outcomes, or infrastructure rather than art or proof as the purpose.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-ur
packet1_voice_w_ae61b2ef_2e60_499a_8708_e37b9bd5620e_replacement	CARD_VOICE	W	Aligned Heart	ae61b2ef-2e60-499a-8708-e37b9bd5620e	When hearts and minds align, so too do actions.	{"candidate_inventory":"data/scryfall/indexes/card-flavor-index.json#oracle_id=ae61b2ef-2e60-499a-8708-e37b9bd5620e","canonical_card_data":"data/scryfall/indexes/card-flavor-index.json#oracle_id=ae61b2ef-2e60-499a-8708-e37b9bd5620e","identity_authority":"data/raw-factions/white/white.claims.json"}	Exact card text is verified, but public use remains owner-gated. Selesnya, Boros, Azorius, and Ink also coordinate groups; this is a broad mono-White community-and-organization echo, not proof of any institution.	REVIEW_REQUIRED		data/dossier/card-voice-relationships.source.json#pending-w
