proposal_id	identity_key	canonical_card_name	canonical_card_id	exact_excerpt	relationship_class	certified_identity_claim_ids	why_voice_belongs	relationship_bridge	false_positive_analysis	adjacent_identity_confusion_risk	agent_recommendation	source	limitations
packet1_voice_g_befb211f_37ca_4083_98d4_9ff1f28be3f2_2	G	Goreclaw, Terror of Qal Sisma	befb211f-37ca-4083-98d4-9ff1f28be3f2	You don't want to know how she got that name.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Gruul, Naya, and Temur also use primal nature; this is a mono-Green voice echo only, not proof from creature size or card color.	Gruul, Naya, and Temur also use primal nature; this is a mono-Green voice echo only, not proof from creature size or card color.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=befb211f-37ca-4083-98d4-9ff1f28be3f2	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_glint_0a56e2ad_684d_45a7_9145_479d1505bba2_2	GLINT	Adaptive Snapjaw	0a56e2ad-684d-45a7-9145-479d1505bba2	"Eh, needs more toad." —Gulistan, Simic biomancer	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=0a56e2ad-684d-45a7-9145-479d1505bba2	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_glint_3a92b235_196b_4f46_9d20_06f4d3653d36_replacement	GLINT	Aberrant Return	3a92b235-196b-4f46-9d20-06f4d3653d36	Shadowmoor is rife with wild magic—powerful but as volatile as the plane itself.	CERTIFIED_SEMANTIC_ECHO	glint_claim_0005	Aberrant Return's exact excerpt provides a bounded voice echo of wild magic described as powerful and volatile.	The excerpt is admissible for owner review only because its language corresponds to certified claims glint_claim_0005; the relationship does not arise from card color, product membership, tags, or mechanics.	Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=3a92b235-196b-4f46-9d20-06f4d3653d36	Exact card text is verified, but public use remains owner-gated. Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.
packet1_voice_glint_638ecc20_a275_4810_9669_89a0730c5362_1	GLINT	Cyclops Electromancer	638ecc20-a275-4810-9669-89a0730c5362	Every storm has an eye.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=638ecc20-a275-4810-9669-89a0730c5362	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_glint_ff4297d3_3d96_4bd6_a606_1bdc20a6df2b_3	GLINT	Aether Storm	ff4297d3-3d96-4bd6-a606-1bdc20a6df2b	"I do love the rain . . . but this storm feels somehow wrong, Taysir." —Daria	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	Prismari, Izzet, Rakdos, and Red can also sound volatile. The excerpt reaches only Glint's bounded volatility/force edge, not its appetite or anti-order boundary.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=ff4297d3-3d96-4bd6-a606-1bdc20a6df2b	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_grixis_8a5e3c8e_8e22_49b9_8ee5_4a36361f0da6_2	GRIXIS	Nekusar, the Mindrazer	8a5e3c8e-8e22-49b9-8ee5-4a36361f0da6	His enemies wondered if the lich king's brutal death and unnatural rebirth had been his plan all along.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=8a5e3c8e-8e22-49b9-8ee5-4a36361f0da6	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_grixis_f5092c14_eec4_472c_999c_ba96c36b2fbb_1	GRIXIS	Kess, Dissident Mage	f5092c14-eec4-472c-999c-ba96c36b2fbb	"Loss has no meaning here. You cannot take from those who have nothing."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=f5092c14-eec4-472c-999c-ba96c36b2fbb	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_grixis_fef94125_aa8d_4147_a609_1e990961bde2_3	GRIXIS	Brainbite	fef94125-aa8d-4147-a609-1e990961bde2	An Esper mage will leave a hole in your memory with surgical precision. A Grixis mage sees no reason to be so kind.	EXPLICIT_IDENTITY_REFERENCE	grixis_claim_0003 | grixis_claim_0004 | grixis_claim_0006	Brainbite's exact excerpt provides a bounded voice echo of Grixis named directly as harsher than Esper in its use of information and harm.	The excerpt is admissible for owner review only because its language corresponds to certified claims grixis_claim_0003, grixis_claim_0004, grixis_claim_0006; the relationship does not arise from card color, product membership, tags, or mechanics.	Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=fef94125-aa8d-4147-a609-1e990961bde2	Exact card text is verified, but public use remains owner-gated. Esper and Dimir share precision and information leverage; the explicit Esper/Grixis contrast makes the Grixis ruthlessness distinction visible.
packet1_voice_ink_0895c9b7_ae7d_4bb3_af17_3b75deb50a25_replacement	INK	Command Tower	0895c9b7-ae7d-4bb3-af17-3b75deb50a25	Knowledge is wasted if not shared.	CERTIFIED_SEMANTIC_ECHO	ink_claim_0005	Command Tower's exact excerpt provides a bounded voice echo of knowledge treated as wasted unless it is shared.	The excerpt is admissible for owner review only because its language corresponds to certified claims ink_claim_0005; the relationship does not arise from card color, product membership, tags, or mechanics.	White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=0895c9b7-ae7d-4bb3-af17-3b75deb50a25	Exact card text is verified, but public use remains owner-gated. White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.
packet1_voice_ink_353dd446_2ea6_41c9_a10f_5a03e4de19b4_2	INK	Access Denied	353dd446-2ea6-41c9-a10f-5a03e4de19b4	The Saiba Futurists guard their secret experiments with ever-evolving networks of cutting-edge defensive technology.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=353dd446-2ea6-41c9-a10f-5a03e4de19b4	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ink_a0657586_0404_4bb0_a92d_25f040d560c1_1	INK	Aberrant Manawurm	a0657586-0404-4bb0-a92d-25f040d560c1	"What is the equation for terror?" —Lost research note, Paradox Gardens	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=a0657586-0404-4bb0-a92d-25f040d560c1	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_ink_e0828e8d_f01f_4088_9123_6d923ddb3242_3	INK	Ancestral Anger	e0828e8d-f01f-4088-9123-6d923ddb3242	An incautious Lorehold student may learn more about the unbound rage of the Blood Age than they wanted to.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	White, Blue, Selesnya, and Five-Color can all value sharing. This proposal is limited to Ink's certified open-knowledge and community-benefit frame and does not prove the four-color identity.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=e0828e8d-f01f-4088-9123-6d923ddb3242	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_jeskai_341cf654_faf7_4db9_bd9a_70783f1ccff0_2	JESKAI	Bloodfire Expert	341cf654-faf7-4db9-bd9a-70783f1ccff0	Some efreet abandon their homes in the volcanic Fire Rim to embrace the Jeskai Way and discipline their innate flames.	EXPLICIT_IDENTITY_REFERENCE	jeskai_claim_0002 | jeskai_claim_0004 | jeskai_claim_0005	Bloodfire Expert's exact excerpt provides a bounded voice echo of the Jeskai Way named directly through discipline applied to innate flame.	The excerpt is admissible for owner review only because its language corresponds to certified claims jeskai_claim_0002, jeskai_claim_0004, jeskai_claim_0005; the relationship does not arise from card color, product membership, tags, or mechanics.	Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=341cf654-faf7-4db9-bd9a-70783f1ccff0	Exact card text is verified, but public use remains owner-gated. Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.
packet1_voice_jeskai_40ed32a6_ad56_48c7_aecf_b4238c34c212_1	JESKAI	Shiko and Narset, Unified	40ed32a6-ad56-48c7-aecf-b4238c34c212	For peace, lead by example.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=40ed32a6-ad56-48c7-aecf-b4238c34c212	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_jeskai_d92725de_ead0_4a6c_83db_55ec3acc7184_3	JESKAI	Narset, Enlightened Exile	d92725de-ead0-4a6c-83db-55ec3acc7184	They called her unique insight a "gift." Then she saw the truth, and suddenly it was a "threat."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	Prismari and Izzet also join Blue and Red through technique; the explicit Jeskai discipline, monastery, and bloodfire context supplies the bridge.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=d92725de-ead0-4a6c-83db-55ec3acc7184	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_jund_4a430fa3_e693_424b_9981_d7d8193445e3_2	JUND	Charnelhoard Wurm	4a430fa3-e693-424b-9981-d7d8193445e3	Jund's dragons hoard only sangrite crystals. Its wurms aren't so picky.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=4a430fa3-e693-424b-9981-d7d8193445e3	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_jund_7020dc51_8271_40a3_9c4c_ebd40c0b08b2_3	JUND	Algae Gharial	7020dc51-8271-40a3-9c4c-ebd40c0b08b2	It lurks just under the surface, using the algae-choked tar pits of Jund as both home and hunting blind.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=7020dc51-8271-40a3-9c4c-ebd40c0b08b2	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_jund_9b984236_39cf_4552_827b_e81c26cfb388_1	JUND	Broodmate Tyrant	9b984236-39cf-4552-827b-e81c26cfb388	Karrthus was not the first Tyrant of Jund, nor will he be the last.	EXPLICIT_IDENTITY_REFERENCE	jund_claim_0003 | jund_claim_0005 | jund_claim_0007	Broodmate Tyrant's exact excerpt provides a bounded voice echo of Jund named directly through embodied succession, dominance, and survival.	The excerpt is admissible for owner review only because its language corresponds to certified claims jund_claim_0003, jund_claim_0005, jund_claim_0007; the relationship does not arise from card color, product membership, tags, or mechanics.	Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=9b984236-39cf-4552-827b-e81c26cfb388	Exact card text is verified, but public use remains owner-gated. Gruul, Naya, and Grixis can share force or survival; the explicit Jund predatory-world framing prevents generic BRG inference.
packet1_voice_lorehold_7c4bbb1b_29c4_4e06_aed0_b361293a585b_3	LOREHOLD	Arabella, Abandoned Doll	7c4bbb1b-29c4-4e06-aed0-b361293a585b	Every night, Cori threw the unsettling doll away. Every morning, it was back on the shelf, its eyes following her every move.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=7c4bbb1b-29c4-4e06-aed0-b361293a585b	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_lorehold_d34a3b58_a905_4e90_b35c_9f5c21149b04_1	LOREHOLD	Campus Renovation	d34a3b58-a905-4e90-b35c-9f5c21149b04	Reconstructing the past is Lorehold's specialty.	EXPLICIT_IDENTITY_REFERENCE	claim_lorehold_placement_0001 | claim_lorehold_placement_0002 | claim_lorehold_placement_0009	Campus Renovation's exact excerpt provides a bounded voice echo of Lorehold named directly through reconstructing and actively using the past.	The excerpt is admissible for owner review only because its language corresponds to certified claims claim_lorehold_placement_0001, claim_lorehold_placement_0002, claim_lorehold_placement_0009; the relationship does not arise from card color, product membership, tags, or mechanics.	White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=d34a3b58-a905-4e90-b35c-9f5c21149b04	Exact card text is verified, but public use remains owner-gated. White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.
packet1_voice_lorehold_e0828e8d_f01f_4088_9123_6d923ddb3242_2	LOREHOLD	Ancestral Anger	e0828e8d-f01f-4088-9123-6d923ddb3242	An incautious Lorehold student may learn more about the unbound rage of the Blood Age than they wanted to.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	White, Red, and generic artifact recursion can preserve objects; the explicit Lorehold historical-reconstruction purpose is required.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=e0828e8d-f01f-4088-9123-6d923ddb3242	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_mardu_5a96b93b_bae6_48fb_87f5_05f3ffcf7ba9_2	MARDU	Defibrillating Current	5a96b93b-bae6-48fb-87f5-05f3ffcf7ba9	A small shock to save a life, a large one to take it away. —Mardu healer's adage	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=5a96b93b-bae6-48fb-87f5-05f3ffcf7ba9	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_mardu_6969a7e2_6866_4001_a139_24b3be13deae_1	MARDU	Alesha, Who Smiles at Death	6969a7e2-6866-4001-a139-24b3be13deae	"Greet death with sword in hand."	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=6969a7e2-6866-4001-a139-24b3be13deae	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_mardu_cad09970_14c8_4d80_82fe_6c855efb0191_3	MARDU	Bloodsoaked Champion	cad09970-14c8-4d80-82fe-6c855efb0191	"Death is merely another foe the Mardu will overcome."	EXPLICIT_IDENTITY_REFERENCE	mardu_claim_0002 | mardu_claim_0003 | mardu_claim_0005	Bloodsoaked Champion's exact excerpt provides a bounded voice echo of the Mardu named directly through meeting death as another opponent.	The excerpt is admissible for owner review only because its language corresponds to certified claims mardu_claim_0002, mardu_claim_0003, mardu_claim_0005; the relationship does not arise from card color, product membership, tags, or mechanics.	Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=cad09970-14c8-4d80-82fe-6c855efb0191	Exact card text is verified, but public use remains owner-gated. Rakdos, Jund, and Black also speak in violent or death-facing terms; the explicit Mardu honor-and-action context is the bridge.
packet1_voice_naya_2f47661e_a107_4d98_8773_0a068a63df49_3	NAYA	Ajani's Mantra	2f47661e-a107-4d98-8773-0a068a63df49	"He hasn't returned to the Cloud Forest. But I can still sense his calming presence." —Zaliki of Naya	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=2f47661e-a107-4d98-8773-0a068a63df49	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_naya_956250da_532a_4457_8696_73915be56943_2	NAYA	Cradle of Vitality	956250da-532a-4457-8696-73915be56943	Naya's trees grow tall and sturdy. Their foliage intertwines to form dewcups, rainwater pools where the elves gather...	EXPLICIT_IDENTITY_REFERENCE	naya_claim_0003 | naya_claim_0004 | naya_claim_0007	Cradle of Vitality's exact excerpt provides a bounded voice echo of Naya named directly through abundant natural growth and gathering.	The excerpt is admissible for owner review only because its language corresponds to certified claims naya_claim_0003, naya_claim_0004, naya_claim_0007; the relationship does not arise from card color, product membership, tags, or mechanics.	Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	REVIEW_REQUIRED	data/scryfall/indexes/card-flavor-index.json#oracle_id=956250da-532a-4457-8696-73915be56943	Exact card text is verified, but public use remains owner-gated. Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.
packet1_voice_naya_e7604cd9_d00d_4957_82c9_46a7cdb88209_1	NAYA	Shalai and Hallar	e7604cd9-d00d-4957-82c9-46a7cdb88209	Between the angel's blade and the elf's bow, few Phyrexians made it as far as Llanowar's canopy.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	Selesnya and Green share growth and community; the explicit Naya ecosystem and abundance context prevents generic token or lifegain inference.	REJECTED	data/scryfall/indexes/commander-index.json#oracle_id=e7604cd9-d00d-4957-82c9-46a7cdb88209	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
packet1_voice_prismari_0e25faa2_efb0_4ca5_b280_18c38faa860c_3	PRISMARI	Coastal Peak	0e25faa2-efb0-4ca5-b280-18c38faa860c	Hidden across Arcavios are great sculptures chiseled by the claws of Galazeth Prismari himself.	GENERIC_THEMATIC_ANALOGY		The excerpt is authentic, but the prior heuristic assignment does not establish a specific relationship to the certified identity.	No certified claim authorizes this candidate strongly enough. Name, color, product, mechanic, or broad theme overlap cannot supply the missing bridge.	This candidate can sound plausible through broad mood or theme alone. Without the selected identity-specific bridge, it could be reassigned by intuition to Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	Izzet, Quandrix, and Blue also pursue improvement; Prismari's technique-in-service-of-expression is the required distinction.	REJECTED	data/scryfall/indexes/card-flavor-index.json#oracle_id=0e25faa2-efb0-4ca5-b280-18c38faa860c	Rejected from owner decision workload because exact text provenance alone does not establish a source-complete identity relationship.
