record_type	current_question_id	current_answer_id	audit_answer_id	stage	current_wording	current_answer_title	current_answer_copy	current_scoring_effects	audit_question_disposition	audit_answer_disposition	abstraction_burden	double_barrel_status	mood_roleplay_dependence	desirability_bias	attempted_constructs	salvageable_observation	proposed_disposition	evidence_boundary
current_answer_effect	hall_BR_intensity	MISSING	hall_BR_intensity#answer-2	hall	A group has become numb and respectable while something true is rotting underneath. How do you wake them up?	Break the cage itself	The problem is not numbness; it is domestication.	strong=RG;positive=RG;suppressed=BR	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BR; authored signals: transgressive performance | wild liberation | crafted spectacle | righteous action | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: wild liberation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BR_intensity	MISSING	hall_BR_intensity#answer-3	hall	A group has become numb and respectable while something true is rotting underneath. How do you wake them up?	Craft a beautiful rupture	The form matters. The release should be art, not just damage.	strong=PRISMARI;positive=PRISMARI;suppressed=BR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BR; authored signals: transgressive performance | wild liberation | crafted spectacle | righteous action | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: crafted spectacle. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BR_intensity	MISSING	hall_BR_intensity#answer-4	hall	A group has become numb and respectable while something true is rotting underneath. How do you wake them up?	Name the wrong and move	Do not perform around harm. Stop it.	strong=WR;positive=WR;suppressed=BR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BR; authored signals: transgressive performance | wild liberation | crafted spectacle | righteous action | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: righteous action. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_RG_wild	MISSING	hall_RG_wild#answer-1	hall	A system has taken something essential and called the loss progress. What response feels honest?	Stop asking permission	What was taken will not be returned by the people who paved it over.	strong=RG;positive=RG;suppressed=WU,WG	REPLACE	RETUNE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate RG; authored signals: undomesticated grievance | performative transgression | communal repair | ecological study | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: undomesticated grievance. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_RG_wild	MISSING	hall_RG_wild#answer-2	hall	A system has taken something essential and called the loss progress. What response feels honest?	Turn the wound into theater	Make the comfortable audience feel what they were ignoring.	strong=BR;positive=BR;suppressed=RG	REPLACE	RETUNE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate RG; authored signals: undomesticated grievance | performative transgression | communal repair | ecological study | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: performative transgression. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_RG_wild	MISSING	hall_RG_wild#answer-3	hall	A system has taken something essential and called the loss progress. What response feels honest?	Rebuild trust around what remains	The answer is a community strong enough to keep people from being erased.	strong=WG;positive=WG;suppressed=RG	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate RG; authored signals: undomesticated grievance | performative transgression | communal repair | ecological study | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: communal repair. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_RG_wild	MISSING	hall_RG_wild#answer-4	hall	A system has taken something essential and called the loss progress. What response feels honest?	Study the damaged ecosystem	The wound is real, but understanding the cycle is the first act of care.	strong=WITHERBLOOM;positive=WITHERBLOOM,BG;suppressed=RG	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate RG; authored signals: undomesticated grievance | performative transgression | communal repair | ecological study | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: ecological study. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WG_belonging	MISSING	hall_WG_belonging#answer-1	hall	Someone feels isolated and brittle. What kind of help matters most?	Belonging that softens the self	Healing starts when the person no longer has to be a sealed-off island.	strong=WG;positive=WG;suppressed=WU,UB	RETUNE	RETUNE	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WG; authored signals: shared self | enforceable structure | vital care | transformative speech | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: shared self. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WG_belonging	MISSING	hall_WG_belonging#answer-2	hall	Someone feels isolated and brittle. What kind of help matters most?	Clear duties and limits	Safety comes from knowing what everyone is bound to do.	strong=WU;positive=WU;suppressed=WG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WG; authored signals: shared self | enforceable structure | vital care | transformative speech | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: enforceable structure. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WG_belonging	MISSING	hall_WG_belonging#answer-3	hall	Someone feels isolated and brittle. What kind of help matters most?	Hands-on life care	Tend the messy living needs first; meaning follows.	strong=WITHERBLOOM;positive=WITHERBLOOM,UG;suppressed=WG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WG; authored signals: shared self | enforceable structure | vital care | transformative speech | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: vital care. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WG_belonging	MISSING	hall_WG_belonging#answer-4	hall	Someone feels isolated and brittle. What kind of help matters most?	A voice that changes them	The right words can give someone a new image of themselves.	strong=SILVERQUILL;positive=SILVERQUILL;suppressed=WG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WG; authored signals: shared self | enforceable structure | vital care | transformative speech | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: transformative speech. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WB_obligation	MISSING	hall_WB_obligation#answer-1	hall	Someone caused harm and now owes something serious. What makes repayment real?	A debt that outlasts apology	Obligation is not a feeling. It is a structure with consequences.	strong=WB;positive=WB;suppressed=WG,UB	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WB; authored signals: debt as relationship | fairness through process | secret leverage | rhetorical status | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: debt as relationship. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WB_obligation	MISSING	hall_WB_obligation#answer-2	hall	Someone caused harm and now owes something serious. What makes repayment real?	A fair process	Restitution has to be impartial or it becomes private power.	strong=WU;positive=WU;suppressed=WB	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WB; authored signals: debt as relationship | fairness through process | secret leverage | rhetorical status | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: fairness through process. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WB_obligation	MISSING	hall_WB_obligation#answer-3	hall	Someone caused harm and now owes something serious. What makes repayment real?	Hidden leverage	The useful debt is the one they do not know you can call in yet.	strong=UB;positive=UB;suppressed=WB	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WB; authored signals: debt as relationship | fairness through process | secret leverage | rhetorical status | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: secret leverage. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_WB_obligation	MISSING	hall_WB_obligation#answer-4	hall	Someone caused harm and now owes something serious. What makes repayment real?	Publicly chosen words	The repair must be spoken well enough to reshape reputation.	strong=SILVERQUILL;positive=SILVERQUILL;suppressed=WB	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate WB; authored signals: debt as relationship | fairness through process | secret leverage | rhetorical status | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: rhetorical status. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UR_experiment	MISSING	hall_UR_experiment#answer-1	hall	A risky idea could improve everything, but it may fail loudly. What keeps you interested?	The mechanism	Even failure teaches something if the experiment was interesting.	strong=UR;positive=UR;suppressed=WU,PRISMARI	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UR; authored signals: mechanistic experiment | elemental expression | formal pattern | biological adaptation | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: mechanistic experiment. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UR_experiment	MISSING	hall_UR_experiment#answer-2	hall	A risky idea could improve everything, but it may fail loudly. What keeps you interested?	The expression	It matters because it will make people feel what the idea means.	strong=PRISMARI;positive=PRISMARI;suppressed=UR	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UR; authored signals: mechanistic experiment | elemental expression | formal pattern | biological adaptation | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: elemental expression. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UR_experiment	MISSING	hall_UR_experiment#answer-3	hall	A risky idea could improve everything, but it may fail loudly. What keeps you interested?	The proof	A beautiful idea still needs a pattern that can hold.	strong=QUANDRIX;positive=QUANDRIX;suppressed=UR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UR; authored signals: mechanistic experiment | elemental expression | formal pattern | biological adaptation | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: formal pattern. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UR_experiment	MISSING	hall_UR_experiment#answer-4	hall	A risky idea could improve everything, but it may fail loudly. What keeps you interested?	The adaptation	The question is whether the system becomes more resilient afterward.	strong=UG;positive=UG;suppressed=UR	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UR; authored signals: mechanistic experiment | elemental expression | formal pattern | biological adaptation | ["social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference"]	Concept only: biological adaptation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BG_reclamation	MISSING	hall_BG_reclamation#answer-1	hall	A system collapses and leaves failure, waste, grief, and useful remains. What should happen next?	Build from the rot	Nothing discarded stops being part of the city. Reclaim it.	strong=BG;positive=BG;suppressed=WU,PRISMARI	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BG; authored signals: survival through reclamation | essence ecology | communal shelter | owed restitution | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: survival through reclamation. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BG_reclamation	MISSING	hall_BG_reclamation#answer-2	hall	A system collapses and leaves failure, waste, grief, and useful remains. What should happen next?	Study the life-death exchange	The collapse reveals how vitality actually moves.	strong=WITHERBLOOM;positive=WITHERBLOOM;suppressed=BG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BG; authored signals: survival through reclamation | essence ecology | communal shelter | owed restitution | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: essence ecology. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BG_reclamation	MISSING	hall_BG_reclamation#answer-3	hall	A system collapses and leaves failure, waste, grief, and useful remains. What should happen next?	Gather the abandoned	The people left behind need belonging before strategy.	strong=WG;positive=WG;suppressed=BG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BG; authored signals: survival through reclamation | essence ecology | communal shelter | owed restitution | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: communal shelter. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BG_reclamation	MISSING	hall_BG_reclamation#answer-4	hall	A system collapses and leaves failure, waste, grief, and useful remains. What should happen next?	Make the debt visible	Someone profited from the collapse. The ledger should remember.	strong=WB;positive=WB;suppressed=BG	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BG; authored signals: survival through reclamation | essence ecology | communal shelter | owed restitution | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference"]	Concept only: owed restitution. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UG_adaptation	MISSING	hall_UG_adaptation#answer-1	hall	A living system is not ready for the future. What response feels most natural?	Adapt the organism	If survival requires change, the form should change.	strong=UG;positive=UG;suppressed=QUANDRIX,WU	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UG; authored signals: purposeful biological adaptation | mathematical structure | life-death ecology | chaotic experiment | ["psychographic-or-motivational-inference-risk"]	Concept only: purposeful biological adaptation. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UG_adaptation	MISSING	hall_UG_adaptation#answer-2	hall	A living system is not ready for the future. What response feels most natural?	Find the equation	The living system is an expression of a deeper pattern.	strong=QUANDRIX;positive=QUANDRIX;suppressed=UG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UG; authored signals: purposeful biological adaptation | mathematical structure | life-death ecology | chaotic experiment | ["psychographic-or-motivational-inference-risk"]	Concept only: mathematical structure. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UG_adaptation	MISSING	hall_UG_adaptation#answer-3	hall	A living system is not ready for the future. What response feels most natural?	Study the essence cycle	Life and death are not opposites. The exchange itself matters.	strong=WITHERBLOOM;positive=WITHERBLOOM;suppressed=UG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UG; authored signals: purposeful biological adaptation | mathematical structure | life-death ecology | chaotic experiment | ["psychographic-or-motivational-inference-risk"]	Concept only: life-death ecology. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_UG_adaptation	MISSING	hall_UG_adaptation#answer-4	hall	A living system is not ready for the future. What response feels most natural?	Prototype wildly	Try the strange idea and see what the system teaches back.	strong=UR;positive=UR;suppressed=UG	RETUNE	KEEP-BUT-REWORD	MEDIUM	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate UG; authored signals: purposeful biological adaptation | mathematical structure | life-death ecology | chaotic experiment | ["psychographic-or-motivational-inference-risk"]	Concept only: chaotic experiment. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_champion	MISSING	hall_BANT_champion#answer-1	hall	The group can only back one line of action. What makes that champion worthy of the whole community's support?	Public trust and support	The champion is worthy when their excellence stays visible, accountable, and carried by the community behind them.	strong=BANT;positive=BANT;suppressed=WU,WG,UG	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: supported champion | procedure over champion | broad communal belonging | adaptation over honor | ["social-behavior","aesthetic-or-narrative-preference"]	Concept only: supported champion. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_champion	MISSING	hall_BANT_champion#answer-2	hall	The group can only back one line of action. What makes that champion worthy of the whole community's support?	The fairest procedure	The right line is the one the process can defend impartially.	strong=WU;positive=WU;suppressed=BANT	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: supported champion | procedure over champion | broad communal belonging | adaptation over honor | ["social-behavior","aesthetic-or-narrative-preference"]	Concept only: procedure over champion. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_champion	MISSING	hall_BANT_champion#answer-3	hall	The group can only back one line of action. What makes that champion worthy of the whole community's support?	Everyone moving together	The worth comes from the whole group choosing the same care at the same time.	strong=WG;positive=WG;suppressed=BANT	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: supported champion | procedure over champion | broad communal belonging | adaptation over honor | ["social-behavior","aesthetic-or-narrative-preference"]	Concept only: broad communal belonging. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_champion	MISSING	hall_BANT_champion#answer-4	hall	The group can only back one line of action. What makes that champion worthy of the whole community's support?	The best-adapted form	The worthy line is the one that changes the organism enough to survive.	strong=UG;positive=UG;suppressed=BANT	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: supported champion | procedure over champion | broad communal belonging | adaptation over honor | ["social-behavior","aesthetic-or-narrative-preference"]	Concept only: adaptation over honor. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_living_order	MISSING	hall_BANT_living_order#answer-1	hall	Order can protect, refine, or smother a living community. What makes it honorable?	Duty held by living community	Order is honorable when it protects the living body of the group and keeps power answerable to shared duty.	strong=BANT;positive=BANT;suppressed=WU,WG,UG	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: living order | airtight procedure | belonging before rank | adaptive life | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: living order. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_living_order	MISSING	hall_BANT_living_order#answer-2	hall	Order can protect, refine, or smother a living community. What makes it honorable?	Procedure that cannot bend	Order is honorable because the rule stays stable even when the room wants an exception.	strong=WU;positive=WU;suppressed=BANT	RETUNE	RETUNE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: living order | airtight procedure | belonging before rank | adaptive life | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: airtight procedure. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_living_order	MISSING	hall_BANT_living_order#answer-3	hall	Order can protect, refine, or smother a living community. What makes it honorable?	Belonging before rank	Order matters when it dissolves isolation and lets the circle care as one.	strong=WG;positive=WG;suppressed=BANT	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: living order | airtight procedure | belonging before rank | adaptive life | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: belonging before rank. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_BANT_living_order	MISSING	hall_BANT_living_order#answer-4	hall	Order can protect, refine, or smother a living community. What makes it honorable?	Adaptation before duty	Order is only useful if the living system can keep changing toward what comes next.	strong=UG;positive=UG;suppressed=BANT	RETUNE	NEEDS-EVIDENCE	LOW	NO	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate BANT; authored signals: living order | airtight procedure | belonging before rank | adaptive life | ["social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: adaptive life. No current scoring effect is retained.	rewrite for pilot	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_perfectibility	MISSING	hall_ESPER_perfectibility#answer-1	hall	A flawed system can be improved, but only if the change is exact. What makes improvement trustworthy?	Understand, then refine	Study the system, identify the disorder, and improve it through deliberate knowledge rather than impulse.	strong=ESPER;positive=ESPER,U,WU;suppressed=RG,WG,BANT	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: perfectibility through applied knowledge | procedure over perfectibility | hidden leverage over design | living order over exact design | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: perfectibility through applied knowledge. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_perfectibility	MISSING	hall_ESPER_perfectibility#answer-2	hall	A flawed system can be improved, but only if the change is exact. What makes improvement trustworthy?	Follow the procedure	Improvement is trustworthy when the process stays impartial and public.	strong=WU;positive=WU;suppressed=ESPER	RETUNE	RETUNE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: perfectibility through applied knowledge | procedure over perfectibility | hidden leverage over design | living order over exact design | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: procedure over perfectibility. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_perfectibility	MISSING	hall_ESPER_perfectibility#answer-3	hall	A flawed system can be improved, but only if the change is exact. What makes improvement trustworthy?	Keep the leverage hidden	Improvement is safest when no one sees the information advantage until it matters.	strong=UB;positive=UB;suppressed=ESPER	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: perfectibility through applied knowledge | procedure over perfectibility | hidden leverage over design | living order over exact design | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: hidden leverage over design. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_perfectibility	MISSING	hall_ESPER_perfectibility#answer-4	hall	A flawed system can be improved, but only if the change is exact. What makes improvement trustworthy?	Protect the living whole	Improvement is trustworthy when it preserves the community that has to live inside it.	strong=BANT;positive=BANT,WG;suppressed=ESPER	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: perfectibility through applied knowledge | procedure over perfectibility | hidden leverage over design | living order over exact design | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: living order over exact design. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_designed_control	MISSING	hall_ESPER_designed_control#answer-1	hall	A plan is nearly perfect, but one part keeps resisting optimization. What should happen next?	Make every piece serve the design	Keep refining until the whole system obeys the shape knowledge has revealed.	strong=ESPER;positive=ESPER,WB,UB,WU;suppressed=BANT,RG,G	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: designed control | obligation over optimization | hidden variable control | community over optimization | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: designed control. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_designed_control	MISSING	hall_ESPER_designed_control#answer-2	hall	A plan is nearly perfect, but one part keeps resisting optimization. What should happen next?	Preserve the obligation	The resistant part matters because it owes or is owed something the structure must honor.	strong=WB;positive=WB;suppressed=ESPER	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: designed control | obligation over optimization | hidden variable control | community over optimization | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: obligation over optimization. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_designed_control	MISSING	hall_ESPER_designed_control#answer-3	hall	A plan is nearly perfect, but one part keeps resisting optimization. What should happen next?	Control the unseen variable	Keep the decisive factor hidden until the table can no longer answer it.	strong=UB;positive=UB;suppressed=ESPER	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: designed control | obligation over optimization | hidden variable control | community over optimization | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: hidden variable control. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_ESPER_designed_control	MISSING	hall_ESPER_designed_control#answer-4	hall	A plan is nearly perfect, but one part keeps resisting optimization. What should happen next?	Keep the community whole	A design that breaks the living order is not worth completing.	strong=BANT;positive=BANT,WG;suppressed=ESPER	REPLACE	RETUNE	HIGH	YES	mood=NOT-EXPLICIT;lore=NOT-EXPLICIT	HIGH	Differentiate ESPER; authored signals: designed control | obligation over optimization | hidden variable control | community over optimization | ["social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: community over optimization. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_GRIXIS_survival_opening	MISSING	hall_GRIXIS_survival_opening#answer-1	hall	A hostile situation leaves one narrow opening. What makes the next move true?	Find the weakness and take it	Study the break in the situation, claim the opening, and survive before it closes.	strong=GRIXIS;positive=GRIXIS,B,UB;suppressed=BANT,ESPER,WU,WG	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate GRIXIS; authored signals: calculated survival opening | legitimacy over survival | appetite over calculation | community over survival leverage | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: calculated survival opening. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
