record_id,sheet,row_number,term,normalized_term,workbook_category,workbook_status,workbook_confidence,workbook_mapping,verification_disposition,reason,recommended_review_action
scryall-data-accumulation-R772,scryall_data_accumulation,772,Swamp,swamp,Land Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog land-types,Safe only as current native catalog fact.
scryall-data-accumulation-R773,scryall_data_accumulation,773,Tower,tower,Land Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog land-types,Safe only as current native catalog fact.
scryall-data-accumulation-R774,scryall_data_accumulation,774,Town,town,Land Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog land-types,Safe only as current native catalog fact.
scryall-data-accumulation-R775,scryall_data_accumulation,775,Urza's,urza's,Land Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog land-types,Safe only as current native catalog fact.
scryall-data-accumulation-R776,scryall_data_accumulation,776,Adventure,adventure,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R777,scryall_data_accumulation,777,Arcane,arcane,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R778,scryall_data_accumulation,778,Chorus,chorus,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R779,scryall_data_accumulation,779,Lesson,lesson,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R780,scryall_data_accumulation,780,Omen,omen,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R781,scryall_data_accumulation,781,Trap,trap,Spell Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog spell-types,Safe only as current native catalog fact.
scryall-data-accumulation-R782,scryall_data_accumulation,782,Abian,abian,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R783,scryall_data_accumulation,783,Ajani,ajani,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R784,scryall_data_accumulation,784,Aminatou,aminatou,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R785,scryall_data_accumulation,785,Angrath,angrath,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R786,scryall_data_accumulation,786,Arlinn,arlinn,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R787,scryall_data_accumulation,787,Ashiok,ashiok,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R788,scryall_data_accumulation,788,B.O.B.,b.o.b.,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R789,scryall_data_accumulation,789,Bahamut,bahamut,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R790,scryall_data_accumulation,790,Basri,basri,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R791,scryall_data_accumulation,791,Bolas,bolas,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R792,scryall_data_accumulation,792,Calix,calix,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R793,scryall_data_accumulation,793,Chandra,chandra,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R794,scryall_data_accumulation,794,Comet,comet,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R795,scryall_data_accumulation,795,Dack,dack,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R796,scryall_data_accumulation,796,Dakkon,dakkon,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R797,scryall_data_accumulation,797,Daretti,daretti,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R798,scryall_data_accumulation,798,Davriel,davriel,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R799,scryall_data_accumulation,799,Deb,deb,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R800,scryall_data_accumulation,800,Dellian,dellian,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R801,scryall_data_accumulation,801,Dihada,dihada,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R802,scryall_data_accumulation,802,Domri,domri,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R803,scryall_data_accumulation,803,Dovin,dovin,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R804,scryall_data_accumulation,804,Duck,duck,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R805,scryall_data_accumulation,805,Dungeon,dungeon,Planeswalker Type,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R806,scryall_data_accumulation,806,Ellywick,ellywick,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R807,scryall_data_accumulation,807,Elminster,elminster,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R808,scryall_data_accumulation,808,Elspeth,elspeth,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R809,scryall_data_accumulation,809,Ersta,ersta,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R810,scryall_data_accumulation,810,Estrid,estrid,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R811,scryall_data_accumulation,811,Freyalise,freyalise,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R812,scryall_data_accumulation,812,Garruk,garruk,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R813,scryall_data_accumulation,813,Gideon,gideon,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R814,scryall_data_accumulation,814,Grist,grist,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R815,scryall_data_accumulation,815,Guff,guff,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R816,scryall_data_accumulation,816,Huatli,huatli,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R817,scryall_data_accumulation,817,Inzerva,inzerva,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R818,scryall_data_accumulation,818,Jace,jace,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R819,scryall_data_accumulation,819,Jared,jared,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R820,scryall_data_accumulation,820,Jaya,jaya,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R821,scryall_data_accumulation,821,Jeska,jeska,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R822,scryall_data_accumulation,822,Kaito,kaito,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R823,scryall_data_accumulation,823,Karn,karn,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R824,scryall_data_accumulation,824,Kasmina,kasmina,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R825,scryall_data_accumulation,825,Kaya,kaya,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R826,scryall_data_accumulation,826,Kiora,kiora,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R827,scryall_data_accumulation,827,Koth,koth,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R828,scryall_data_accumulation,828,Liliana,liliana,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R829,scryall_data_accumulation,829,Lolth,lolth,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R830,scryall_data_accumulation,830,Lukka,lukka,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R831,scryall_data_accumulation,831,Luxior,luxior,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R832,scryall_data_accumulation,832,Master,master,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R833,scryall_data_accumulation,833,Minsc,minsc,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R834,scryall_data_accumulation,834,Monopoly,monopoly,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R835,scryall_data_accumulation,835,Mordenkainen,mordenkainen,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R836,scryall_data_accumulation,836,Nahiri,nahiri,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R837,scryall_data_accumulation,837,Narset,narset,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R838,scryall_data_accumulation,838,Niko,niko,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R839,scryall_data_accumulation,839,Nissa,nissa,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R840,scryall_data_accumulation,840,Nixilis,nixilis,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R841,scryall_data_accumulation,841,Oko,oko,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R842,scryall_data_accumulation,842,Quintorius,quintorius,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R843,scryall_data_accumulation,843,Ral,ral,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R844,scryall_data_accumulation,844,Rowan,rowan,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R845,scryall_data_accumulation,845,Saheeli,saheeli,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R846,scryall_data_accumulation,846,Samut,samut,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R847,scryall_data_accumulation,847,Sarkhan,sarkhan,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R848,scryall_data_accumulation,848,Serra,serra,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R849,scryall_data_accumulation,849,Sivitri,sivitri,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R850,scryall_data_accumulation,850,Sorin,sorin,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R851,scryall_data_accumulation,851,Svega,svega,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R852,scryall_data_accumulation,852,Szat,szat,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R853,scryall_data_accumulation,853,Tamiyo,tamiyo,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R854,scryall_data_accumulation,854,Tasha,tasha,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R855,scryall_data_accumulation,855,Teferi,teferi,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R856,scryall_data_accumulation,856,Teyo,teyo,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R857,scryall_data_accumulation,857,Tezzeret,tezzeret,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R858,scryall_data_accumulation,858,Tibalt,tibalt,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R859,scryall_data_accumulation,859,Tyvar,tyvar,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R860,scryall_data_accumulation,860,Ugin,ugin,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R861,scryall_data_accumulation,861,Urza,urza,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R862,scryall_data_accumulation,862,Venser,venser,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R863,scryall_data_accumulation,863,Vivien,vivien,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R864,scryall_data_accumulation,864,Vraska,vraska,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R865,scryall_data_accumulation,865,Vronos,vronos,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R866,scryall_data_accumulation,866,Wanderer,wanderer,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R867,scryall_data_accumulation,867,Will,will,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R868,scryall_data_accumulation,868,Windgrace,windgrace,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R869,scryall_data_accumulation,869,Wrenn,wrenn,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R870,scryall_data_accumulation,870,Xenagos,xenagos,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R871,scryall_data_accumulation,871,Yanggu,yanggu,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R872,scryall_data_accumulation,872,Yanling,yanling,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R873,scryall_data_accumulation,873,Zariel,zariel,Planeswalker Type,,,,VERIFIED_NATIVE,Exact match in Scryfall catalog planeswalker-types,Safe only as current native catalog fact.
scryall-data-accumulation-R874,scryall_data_accumulation,874,Animating artifacts,animating artifacts,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R875,scryall_data_accumulation,875,Animating enchantments,animating enchantments,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R876,scryall_data_accumulation,876,Animating lands,animating lands,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R877,scryall_data_accumulation,877,Artifact destruction,artifact destruction,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R878,scryall_data_accumulation,878,Banisher Priest-like effect,banisher priest-like effect,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R879,scryall_data_accumulation,879,Basic land counting,basic land counting,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R880,scryall_data_accumulation,880,"""Bite""","""bite""",Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R881,scryall_data_accumulation,881,Return to library,return to library,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R882,scryall_data_accumulation,882,Bring back creatures from graveyard this turn,bring back creatures from graveyard this turn,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R883,scryall_data_accumulation,883,Can't be attacked,can't be attacked,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R884,scryall_data_accumulation,884,Can't be blocked,can't be blocked,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R885,scryall_data_accumulation,885,Can't be countered,can't be countered,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R886,scryall_data_accumulation,886,Can't block,can't block,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R887,scryall_data_accumulation,887,Can't lose the game/opponent can't win,can't lose the game/opponent can't win,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R888,scryall_data_accumulation,888,Can't win the game/opponent can't lose,can't win the game/opponent can't lose,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R889,scryall_data_accumulation,889,Card draw,card draw,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R890,scryall_data_accumulation,890,Card filtering,card filtering,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R891,scryall_data_accumulation,891,Cast spells from opponent's graveyard/exile,cast spells from opponent's graveyard/exile,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R892,scryall_data_accumulation,892,Cast spells from your graveyard,cast spells from your graveyard,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R893,scryall_data_accumulation,893,Changing lands,changing lands,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R894,scryall_data_accumulation,894,Color changing,color changing,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R895,scryall_data_accumulation,895,"Copying permanents, permanently","copying permanents, permanently",Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R896,scryall_data_accumulation,896,"Copying permanents, temporarily","copying permanents, temporarily",Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R897,scryall_data_accumulation,897,+1/+1 counter (creation and caring),+1/+1 counter (creation and caring),Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R898,scryall_data_accumulation,898,Counterspell,counterspell,Color Pie Ability,,,,AMBIGUOUS,Same normalized term has multiple legitimate workbook meanings or mappings.,Add context-sensitive Plain Reading disambiguation; do not select a global winner.
scryall-data-accumulation-R899,scryall_data_accumulation,899,Counter target activated/triggered ability,counter target activated/triggered ability,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R900,scryall_data_accumulation,900,"Creature destruction, single creature","creature destruction, single creature",Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R901,scryall_data_accumulation,901,Creature destruction with compensation,creature destruction with compensation,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R902,scryall_data_accumulation,902,Destroy target attacking or blocking creature,destroy target attacking or blocking creature,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R903,scryall_data_accumulation,903,Destroy creature that damaged you,destroy creature that damaged you,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R904,scryall_data_accumulation,904,Destroy target tapped creature,destroy target tapped creature,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
scryall-data-accumulation-R905,scryall_data_accumulation,905,Destroy creature with power 3+,destroy creature with power 3+,Color Pie Ability,,,,VERIFIED_INTERNAL,Workbook governance/schema/internal record; no external Scryfall fact required by this verifier.,Keep as internal workbook governance unless a later source authority says otherwise.
