question_id,phase,answer_id,audit_answer_id,exact_title,exact_copy,authored_signal,intended_construct,actual_dimensions_tested,positive_identities,strong_positive_identities,suppressed_identities,uncertainty_representation,evidence_authority,final_disposition,remediation_implication
hall_WG_belonging,hall,MISSING,hall_WG_belonging#answer-4,A voice that changes them,The right words can give someone a new image of themselves.,transformative speech,expression-and-performance,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""SILVERQUILL""]","[""SILVERQUILL""]","[""WG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WB_obligation,hall,MISSING,hall_WB_obligation#answer-1,A debt that outlasts apology,Obligation is not a feeling. It is a structure with consequences.,debt as relationship,procedure-and-order,"[""psychographic-or-motivational-inference-risk""]","[""WB""]","[""WB""]","[""WG"",""UB""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WB_obligation,hall,MISSING,hall_WB_obligation#answer-2,A fair process,Restitution has to be impartial or it becomes private power.,fairness through process,expression-and-performance,"[""aesthetic-or-narrative-preference""]","[""WU""]","[""WU""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WB_obligation,hall,MISSING,hall_WB_obligation#answer-3,Hidden leverage,The useful debt is the one they do not know you can call in yet.,secret leverage,agency-and-leverage,"[""abstract-scenario-preference""]","[""UB""]","[""UB""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WB_obligation,hall,MISSING,hall_WB_obligation#answer-4,Publicly chosen words,The repair must be spoken well enough to reshape reputation.,rhetorical status,uncontrolled-editorial-construct,"[""social-behavior""]","[""SILVERQUILL""]","[""SILVERQUILL""]","[""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UR_experiment,hall,MISSING,hall_UR_experiment#answer-1,The mechanism,Even failure teaches something if the experiment was interesting.,mechanistic experiment,experiment-and-invention,"[""abstract-scenario-preference""]","[""UR""]","[""UR""]","[""WU"",""PRISMARI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UR_experiment,hall,MISSING,hall_UR_experiment#answer-2,The expression,It matters because it will make people feel what the idea means.,elemental expression,expression-and-performance,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""PRISMARI""]","[""PRISMARI""]","[""UR""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UR_experiment,hall,MISSING,hall_UR_experiment#answer-3,The proof,A beautiful idea still needs a pattern that can hold.,formal pattern,uncontrolled-editorial-construct,"[""aesthetic-or-narrative-preference""]","[""QUANDRIX""]","[""QUANDRIX""]","[""UR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UR_experiment,hall,MISSING,hall_UR_experiment#answer-4,The adaptation,The question is whether the system becomes more resilient afterward.,biological adaptation,growth-and-nature,"[""abstract-scenario-preference""]","[""UG""]","[""UG""]","[""UR""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BG_reclamation,hall,MISSING,hall_BG_reclamation#answer-1,Build from the rot,Nothing discarded stops being part of the city. Reclaim it.,survival through reclamation,experiment-and-invention,"[""gameplay-or-deck-behavior"",""aesthetic-or-narrative-preference""]","[""BG""]","[""BG""]","[""WU"",""PRISMARI""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BG_reclamation,hall,MISSING,hall_BG_reclamation#answer-2,Study the life-death exchange,The collapse reveals how vitality actually moves.,essence ecology,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""WITHERBLOOM""]","[""WITHERBLOOM""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BG_reclamation,hall,MISSING,hall_BG_reclamation#answer-3,Gather the abandoned,The people left behind need belonging before strategy.,communal shelter,community-and-belonging,"[""social-behavior""]","[""WG""]","[""WG""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BG_reclamation,hall,MISSING,hall_BG_reclamation#answer-4,Make the debt visible,Someone profited from the collapse. The ledger should remember.,owed restitution,uncontrolled-editorial-construct,"[""abstract-scenario-preference""]","[""WB""]","[""WB""]","[""BG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UG_adaptation,hall,MISSING,hall_UG_adaptation#answer-1,Adapt the organism,"If survival requires change, the form should change.",purposeful biological adaptation,growth-and-nature,"[""psychographic-or-motivational-inference-risk""]","[""UG""]","[""UG""]","[""QUANDRIX"",""WU""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UG_adaptation,hall,MISSING,hall_UG_adaptation#answer-2,Find the equation,The living system is an expression of a deeper pattern.,mathematical structure,procedure-and-order,"[""psychographic-or-motivational-inference-risk""]","[""QUANDRIX""]","[""QUANDRIX""]","[""UG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UG_adaptation,hall,MISSING,hall_UG_adaptation#answer-3,Study the essence cycle,Life and death are not opposites. The exchange itself matters.,life-death ecology,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""WITHERBLOOM""]","[""WITHERBLOOM""]","[""UG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UG_adaptation,hall,MISSING,hall_UG_adaptation#answer-4,Prototype wildly,Try the strange idea and see what the system teaches back.,chaotic experiment,experiment-and-invention,"[""psychographic-or-motivational-inference-risk""]","[""UR""]","[""UR""]","[""UG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_champion,hall,MISSING,hall_BANT_champion#answer-1,Public trust and support,"The champion is worthy when their excellence stays visible, accountable, and carried by the community behind them.",supported champion,protection-and-duty,"[""social-behavior""]","[""BANT""]","[""BANT""]","[""WU"",""WG"",""UG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_champion,hall,MISSING,hall_BANT_champion#answer-2,The fairest procedure,The right line is the one the process can defend impartially.,procedure over champion,procedure-and-order,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""WU""]","[""WU""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_champion,hall,MISSING,hall_BANT_champion#answer-3,Everyone moving together,The worth comes from the whole group choosing the same care at the same time.,broad communal belonging,community-and-belonging,"[""social-behavior""]","[""WG""]","[""WG""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_champion,hall,MISSING,hall_BANT_champion#answer-4,The best-adapted form,The worthy line is the one that changes the organism enough to survive.,adaptation over honor,community-and-belonging,"[""social-behavior""]","[""UG""]","[""UG""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_living_order,hall,MISSING,hall_BANT_living_order#answer-1,Duty held by living community,Order is honorable when it protects the living body of the group and keeps power answerable to shared duty.,living order,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""BANT""]","[""BANT""]","[""WU"",""WG"",""UG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_living_order,hall,MISSING,hall_BANT_living_order#answer-2,Procedure that cannot bend,Order is honorable because the rule stays stable even when the room wants an exception.,airtight procedure,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""WU""]","[""WU""]","[""BANT""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_living_order,hall,MISSING,hall_BANT_living_order#answer-3,Belonging before rank,Order matters when it dissolves isolation and lets the circle care as one.,belonging before rank,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""WG""]","[""WG""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_BANT_living_order,hall,MISSING,hall_BANT_living_order#answer-4,Adaptation before duty,Order is only useful if the living system can keep changing toward what comes next.,adaptive life,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""UG""]","[""UG""]","[""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_perfectibility,hall,MISSING,hall_ESPER_perfectibility#answer-1,"Understand, then refine","Study the system, identify the disorder, and improve it through deliberate knowledge rather than impulse.",perfectibility through applied knowledge,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""ESPER"",""U"",""WU""]","[""ESPER""]","[""RG"",""WG"",""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_perfectibility,hall,MISSING,hall_ESPER_perfectibility#answer-2,Follow the procedure,Improvement is trustworthy when the process stays impartial and public.,procedure over perfectibility,procedure-and-order,"[""social-behavior"",""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""WU""]","[""WU""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_perfectibility,hall,MISSING,hall_ESPER_perfectibility#answer-3,Keep the leverage hidden,Improvement is safest when no one sees the information advantage until it matters.,hidden leverage over design,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""UB""]","[""UB""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_perfectibility,hall,MISSING,hall_ESPER_perfectibility#answer-4,Protect the living whole,Improvement is trustworthy when it preserves the community that has to live inside it.,living order over exact design,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""BANT"",""WG""]","[""BANT""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_designed_control,hall,MISSING,hall_ESPER_designed_control#answer-1,Make every piece serve the design,Keep refining until the whole system obeys the shape knowledge has revealed.,designed control,knowledge-and-deliberation,"[""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""ESPER"",""WB"",""UB"",""WU""]","[""ESPER""]","[""BANT"",""RG"",""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_designed_control,hall,MISSING,hall_ESPER_designed_control#answer-2,Preserve the obligation,The resistant part matters because it owes or is owed something the structure must honor.,obligation over optimization,procedure-and-order,"[""aesthetic-or-narrative-preference""]","[""WB""]","[""WB""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_designed_control,hall,MISSING,hall_ESPER_designed_control#answer-3,Control the unseen variable,Keep the decisive factor hidden until the table can no longer answer it.,hidden variable control,expression-and-performance,"[""social-behavior"",""aesthetic-or-narrative-preference""]","[""UB""]","[""UB""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ESPER_designed_control,hall,MISSING,hall_ESPER_designed_control#answer-4,Keep the community whole,A design that breaks the living order is not worth completing.,community over optimization,procedure-and-order,"[""social-behavior"",""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""BANT"",""WG""]","[""BANT""]","[""ESPER""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_survival_opening,hall,MISSING,hall_GRIXIS_survival_opening#answer-1,Find the weakness and take it,"Study the break in the situation, claim the opening, and survive before it closes.",calculated survival opening,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""GRIXIS"",""B"",""UB""]","[""GRIXIS""]","[""BANT"",""ESPER"",""WU"",""WG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_survival_opening,hall,MISSING,hall_GRIXIS_survival_opening#answer-2,Make the process legitimate,The move is true when the room can audit it and the rule can survive pressure.,legitimacy over survival,procedure-and-order,"[""abstract-scenario-preference""]","[""WU""]","[""WU""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_survival_opening,hall,MISSING,hall_GRIXIS_survival_opening#answer-3,Release the appetite,"The opening matters because pressure wants an honest, unrestrained answer.",appetite over calculation,speed-and-action,"[""psychographic-or-motivational-inference-risk""]","[""BR""]","[""BR""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_survival_opening,hall,MISSING,hall_GRIXIS_survival_opening#answer-4,Preserve the whole,The opening is only worth taking if it keeps the community intact.,community over survival leverage,community-and-belonging,"[""social-behavior""]","[""BANT"",""WG""]","[""BANT""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_volatile_calculation,hall,MISSING,hall_GRIXIS_volatile_calculation#answer-1,Calculation aimed at survival,"Know enough to name the weakness, then act before the table gets another chance to close ranks.",volatile calculation,knowledge-and-deliberation,"[""social-behavior""]","[""GRIXIS"",""UB"",""UR"",""BR""]","[""GRIXIS""]","[""ESPER"",""BANT"",""WU"",""WG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_volatile_calculation,hall,MISSING,hall_GRIXIS_volatile_calculation#answer-2,Refine until exact,Pressure is not permission to move before the design is trustworthy.,exact control over volatility,knowledge-and-deliberation,"[""social-behavior""]","[""ESPER"",""WU""]","[""ESPER""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_volatile_calculation,hall,MISSING,hall_GRIXIS_volatile_calculation#answer-3,Experiment in the open,The best answer is to try the strange idea and learn from the spark.,experiment over survival leverage,knowledge-and-deliberation,"[""social-behavior""]","[""UR"",""PRISMARI""]","[""UR""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_GRIXIS_volatile_calculation,hall,MISSING,hall_GRIXIS_volatile_calculation#answer-4,Stand with the circle,The safest move is the one the group can carry together.,shared order over self-advocacy,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""BANT"",""WG""]","[""BANT""]","[""GRIXIS""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_instinct_pressure,hall,MISSING,hall_JUND_instinct_pressure#answer-1,Trust the gut and move,The body knows enough. Act from the honest feeling and carry the consequence.,instinct under pressure,growth-and-nature,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""JUND"",""R"",""RG""]","[""JUND""]","[""WU"",""WG""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_instinct_pressure,hall,MISSING,hall_JUND_instinct_pressure#answer-2,Make the process legitimate,The move is true when a shared rule can defend it after the pressure passes.,legitimacy over instinct,procedure-and-order,"[""social-behavior""]","[""WU""]","[""WU""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_instinct_pressure,hall,MISSING,hall_JUND_instinct_pressure#answer-3,Preserve the living whole,The next move should protect belonging before it indulges appetite.,belonging over appetite,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WG""]","[""WG""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_instinct_pressure,hall,MISSING,hall_JUND_instinct_pressure#answer-4,Calculate the opening,"Move only after the weakness, cost, and leverage are named.",calculation over gut truth,agency-and-leverage,"[""philosophical-preference""]","[""GRIXIS""]","[""GRIXIS""]","[""JUND""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_appetite_consequence,hall,MISSING,hall_JUND_appetite_consequence#answer-1,Feed it and own the cost,"Wanting is not a crime. The honest path is to act, pay, and become what survives.",appetite with consequence,agency-and-leverage,"[""psychographic-or-motivational-inference-risk""]","[""JUND"",""BR"",""BG"",""RG""]","[""JUND""]","[""WU"",""WG""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_appetite_consequence,hall,MISSING,hall_JUND_appetite_consequence#answer-2,Bind it to duty,A hunger is trustworthy only when it serves a larger obligation.,duty over appetite,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WB""]","[""WB""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_appetite_consequence,hall,MISSING,hall_JUND_appetite_consequence#answer-3,Let it become spectacle,"The point is not survival but the release: visible, dangerous, and impossible to ignore.",performance over survival appetite,expression-and-performance,"[""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""BR""]","[""BR""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_JUND_appetite_consequence,hall,MISSING,hall_JUND_appetite_consequence#answer-4,Compost it into renewal,Hunger is safest when it returns loss to the cycle and feeds what comes next.,cycle over appetite,agency-and-leverage,"[""gameplay-or-deck-behavior"",""psychographic-or-motivational-inference-risk""]","[""BG"",""WITHERBLOOM""]","[""BG""]","[""JUND""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_living_whole,hall,MISSING,hall_NAYA_living_whole#answer-1,Protect the living whole,"Move with the bond that lets life keep growing, not with control or appetite alone.",belonging through protective abundance,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""NAYA""]","[""NAYA""]","[""JUND"",""GRIXIS"",""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_living_whole,hall,MISSING,hall_NAYA_living_whole#answer-2,Stand with the circle,The move is trustworthy when the community can carry it together.,shared community over living-world instinct,community-and-belonging,"[""social-behavior""]","[""WG""]","[""WG""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_living_whole,hall,MISSING,hall_NAYA_living_whole#answer-3,Feed the hunger,The honest answer is the appetite that survives the cost.,appetite over belonging,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_living_whole,hall,MISSING,hall_NAYA_living_whole#answer-4,Find the weakness,Trust the opening that gives you leverage before the world can close around you.,calculation over belonging,community-and-belonging,"[""social-behavior""]","[""GRIXIS""]","[""GRIXIS""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_abundance_instinct,hall,MISSING,hall_NAYA_abundance_instinct#answer-1,When growth belongs,"The right scale deepens life, bond, and protection of the whole.",abundance held by belonging,protection-and-duty,"[""social-behavior"",""philosophical-preference""]","[""NAYA"",""RG""]","[""NAYA""]","[""JUND"",""GRIXIS""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_abundance_instinct,hall,MISSING,hall_NAYA_abundance_instinct#answer-2,When hunger wins,Scale matters when it can take what it needs and keep moving.,appetite over abundance,uncontrolled-editorial-construct,"[""psychographic-or-motivational-inference-risk""]","[""JUND""]","[""JUND""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_abundance_instinct,hall,MISSING,hall_NAYA_abundance_instinct#answer-3,When order approves,Growth is wise when the whole hierarchy can sanction it.,sanctioned order over abundance,procedure-and-order,"[""philosophical-preference""]","[""BANT""]","[""BANT""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_NAYA_abundance_instinct,hall,MISSING,hall_NAYA_abundance_instinct#answer-4,When the circle shares it,Abundance is wise when the whole community can receive and return it.,shared community over living-world scale,community-and-belonging,"[""gameplay-or-deck-behavior"",""social-behavior""]","[""WG""]","[""WG""]","[""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_family_endurance,hall,MISSING,hall_ABZAN_family_endurance#answer-1,Keep the house alive,Survival matters when it protects family continuity and gives the next generation something rooted to inherit.,family endurance through house continuity,protection-and-duty,"[""social-behavior""]","[""ABZAN"",""WB""]","[""ABZAN""]","[""JUND"",""NAYA"",""BANT""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_family_endurance,hall,MISSING,hall_ABZAN_family_endurance#answer-2,Let growth outrun the old duty,The future is wiser when life can grow beyond inherited obligations.,growth over inherited duty,protection-and-duty,"[""social-behavior"",""philosophical-preference""]","[""NAYA""]","[""NAYA""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_family_endurance,hall,MISSING,hall_ABZAN_family_endurance#answer-3,Feed what survives the cost,"Endurance belongs to whatever can pay, adapt, and keep pressure moving.",survival pressure over house continuity,protection-and-duty,"[""social-behavior""]","[""JUND""]","[""JUND""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_family_endurance,hall,MISSING,hall_ABZAN_family_endurance#answer-4,Make the rule publicly worthy,Continuity needs standards the whole order can recognize and approve.,public legitimacy over family continuity,procedure-and-order,"[""social-behavior"",""philosophical-preference""]","[""BANT""]","[""BANT""]","[""ABZAN""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_ABZAN_ancestor_perennation,hall,MISSING,hall_ABZAN_ancestor_perennation#answer-1,Let memory become stewardship,"The dead are not weight alone; they are obligation, warning, and rooted guidance for the house that remains.",ancestor duty through perennation,protection-and-duty,"[""social-behavior"",""lore-or-setting-proxy""]","[""ABZAN""]","[""ABZAN""]","[""GRIXIS"",""NAYA""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
