identity,raw_identity_id,claim_id,statement,semantic_role,canon_status,confidence,source_ids,source_types,evidence_locations,evidence_classification,public_claim_suitability,live_scoring_link
LOREHOLD,lorehold,claim_lorehold_figure_0020,,substantive_claim,Repository Archive Supported,High,"[""src_lorehold_0010"",""src_lorehold_0014""]","[""Official Story"",""Repository Archive""]","[{""source_id"":""src_lorehold_0010"",""locator_type"":""story-archive-record"",""locator"":""Secrets of Strixhaven | Field Studies in a Future Tense"",""bounded_paraphrase"":""Mica has no real gift for the spiritual side of Lorehold magic, but his geomancy is described as unparalleled in Field Studies in a Future Tense."",""evidence_scope"":""character-specific"",""interpretation_level"":""bounded-source-fact""},{""source_id"":""src_lorehold_0014"",""locator_type"":""story-archive-record"",""locator"":""Field Studies in a Future Tense (MTG-Stories repository archive)"",""bounded_paraphrase"":""Mica has no real gift for the spiritual side of Lorehold magic, but his geomancy is described as unparalleled in Field Studies in a Future Tense."",""evidence_scope"":""character-specific"",""interpretation_level"":""bounded-source-fact""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,claim_lorehold_figure_0021,,substantive_claim,Confirmed Canon,High,"[""src_lorehold_0009"",""src_lorehold_0010""]","[""Official Story""]","[{""source_id"":""src_lorehold_0009"",""locator_type"":""source-section"",""locator"":""The Legends of Secrets of Strixhaven"",""bounded_paraphrase"":""Quintorius guides younger Lorehold students at the Fields of Strife while investigating the remnants of the Fomori and a mysterious multiversal empire."",""evidence_scope"":""character-specific"",""interpretation_level"":""direct-fact""},{""source_id"":""src_lorehold_0010"",""locator_type"":""source-section"",""locator"":""Secrets of Strixhaven | Field Studies in a Future Tense"",""bounded_paraphrase"":""Quintorius guides younger Lorehold students at the Fields of Strife while investigating the remnants of the Fomori and a mysterious multiversal empire."",""evidence_scope"":""character-specific"",""interpretation_level"":""direct-fact""}]",Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,claim_lorehold_placement_0008,,substantive_claim,Supported Interpretation,Medium,"[""src_lorehold_0006"",""src_lorehold_0013""]","[""Official Story"",""Repository Archive""]","[{""source_id"":""src_lorehold_0006"",""locator_type"":""project-synthesis"",""locator"":""The Mentor"",""bounded_paraphrase"":""A useful Lorehold discriminator is whether a person treats rules as protective guardrails that must still yield to justice and evidence when rules become unjust."",""evidence_scope"":""placement-interpretation"",""interpretation_level"":""project-synthesis""},{""source_id"":""src_lorehold_0013"",""locator_type"":""project-synthesis"",""locator"":""The Mentor (MTG-Stories repository archive)"",""bounded_paraphrase"":""A useful Lorehold discriminator is whether a person treats rules as protective guardrails that must still yield to justice and evidence when rules become unjust."",""evidence_scope"":""placement-interpretation"",""interpretation_level"":""project-synthesis""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,claim_lorehold_placement_0009,,substantive_claim,Supported Interpretation,Medium,"[""src_lorehold_0010"",""src_lorehold_0014""]","[""Official Story"",""Repository Archive""]","[{""source_id"":""src_lorehold_0010"",""locator_type"":""project-synthesis"",""locator"":""Secrets of Strixhaven | Field Studies in a Future Tense"",""bounded_paraphrase"":""Lorehold placement is strengthened by answers that protect artifacts as belonging to history rather than treating them as unowned loot."",""evidence_scope"":""placement-interpretation"",""interpretation_level"":""project-synthesis""},{""source_id"":""src_lorehold_0014"",""locator_type"":""project-synthesis"",""locator"":""Field Studies in a Future Tense (MTG-Stories repository archive)"",""bounded_paraphrase"":""Lorehold placement is strengthened by answers that protect artifacts as belonging to history rather than treating them as unowned loot."",""evidence_scope"":""placement-interpretation"",""interpretation_level"":""project-synthesis""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0022,"The MTG-Stories archive file ""Episode 1: Penmanship Practice"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, spirit, archaeology, history, ruins, scroll, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_episode_1_penmanship_practice_f245144d""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0023,"The MTG-Stories archive file ""A Silent Voice Calls"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, Quintorius, spirit, history, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_a_silent_voice_calls_36854b19""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0024,"The MTG-Stories archive file ""Arcavios: A Radiant Heart"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, Quintorius, spirit, relic, ruins, scroll, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_arcavios_a_radiant_heart_311b0936""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0025,"The MTG-Stories archive file ""Off the Record"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, scroll, artifact, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_off_the_record_2ea68353""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0026,"The MTG-Stories archive file ""Episode 3: Extracurriculars"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, scroll, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_episode_3_extracurriculars_39c7efc0""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
LOREHOLD,lorehold,lorehold_claim_0027,"The MTG-Stories archive file ""A Living Flame"" is relevant evidence for Lorehold because it matches targeted corpus queries: Lorehold, history, learn.",discovery_record,Archive-supported,Medium,"[""src_mtg_stories_a_living_flame_92d3419c""]","[""Repository archive story file""]",[],Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0001,"Mardu Horde is the red-white-black Tarkir wedge identity using MARDU as the project expression key; VM-228 later promoted MARDU to the live public/generated key, while RWB and WBR remain metadata/query-only and do not become aliases or public interface keys.",substantive_claim,Source-supported identity with lifecycle boundary,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_rosewater_mardu_finishing_first"",""src_vm228_mardu_runtime_promotion_20260531""]","[""Curated evidence ledger"",""Official Wizards design article capture"",""Project lifecycle decision""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-001, MARDU-EVID-032"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0001 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_rosewater_mardu_finishing_first"",""locator_type"":""official_source_capture"",""locator"":""Mardu: Finishing First; bounded local capture for mardu_claim_0001"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0001 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_vm228_mardu_runtime_promotion_20260531"",""locator_type"":""project_lifecycle_decision"",""locator"":""VM-228 controlled runtime promotion; lifecycle/key boundary for mardu_claim_0001"",""bounded_paraphrase"":""Supports only the project lifecycle and generated-key boundary; it is not Mardu lore, card, Commander, or public-alias evidence."",""evidence_scope"":""lifecycle_boundary_not_lore_evidence"",""interpretation_level"":""project_boundary""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0002,"Mardu design identity has Red as its center and speed as its wedge attribute, with speed expressed through action, early pressure, strategic timing, rapid coordinated attack, and all-in aggression across the three colors.",substantive_claim,Official design commentary,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_rosewater_mardu_finishing_first""]","[""Curated evidence ledger"",""Official Wizards design article capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-002, MARDU-EVID-003"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0002 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_rosewater_mardu_finishing_first"",""locator_type"":""official_source_capture"",""locator"":""Mardu: Finishing First; bounded local capture for mardu_claim_0002"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0002 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0003,"Khans-era Mardu are a feared warrior culture defined by speed, brutality, honor, the dragon wing symbol, the Edicts of Ilagra, war names, respect-earning khan authority, seminomadic raiding, plunder dependence, and low-infrastructure war society.",substantive_claim,Official Tarkir lore capture,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_khans_pg_part_2""]","[""Curated evidence ledger"",""Official Tarkir guide capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-004, MARDU-EVID-005, MARDU-EVID-006, MARDU-EVID-008"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0003 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_khans_pg_part_2"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Khans of Tarkir, Part 2; bounded local capture for mardu_claim_0003"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0003 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0004,"Khans-era Mardu floor includes dragon-hunting merit, archery, concealment magic, war shrieks, wind magic, riders, hordechiefs, wranglers, feudmasters, war horses, falcons or rocs, Zurgo Helmsmasher at Wingthrone, and locations including Wingthrone, Goldengrave, The Scour, and Screamreach.",substantive_claim,Official Tarkir lore capture,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_khans_pg_part_2""]","[""Curated evidence ledger"",""Official Tarkir guide capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-007, MARDU-EVID-009, MARDU-EVID-010, MARDU-EVID-011, MARDU-EVID-012"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0004 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_khans_pg_part_2"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Khans of Tarkir, Part 2; bounded local capture for mardu_claim_0004"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0004 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0005,"Fate Reforged and story-specific Mardu material supports an ancient bridge in which Mardu are feared warriors who live for battle and speed, Alesha is a young Mardu khan and skilled rider, archer, and swordfighter, and Alesha story rows support war-name judgment, accepted name, identity recognition, and Khanfall transition context.",substantive_claim,Official Tarkir guide and story capture,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_fate_reforged_pg"",""src_wotc_tarkir_story_truth_of_names"",""src_wotc_tarkir_story_khanfall""]","[""Curated evidence ledger"",""Official Tarkir guide capture"",""Official Tarkir story capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-013, MARDU-EVID-014, MARDU-EVID-015, MARDU-EVID-016, MARDU-EVID-017"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0005 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_fate_reforged_pg"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Fate Reforged; bounded local capture for mardu_claim_0005"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0005 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_story_truth_of_names"",""locator_type"":""official_source_capture"",""locator"":""The Truth of Names; bounded local capture for mardu_claim_0005"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0005 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_story_khanfall"",""locator_type"":""official_source_capture"",""locator"":""Khanfall; bounded local capture for mardu_claim_0005"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0005 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0006,"Kolaghan clan is a Dragons-era dragonlord clan boundary, not Khans-era Mardu Horde continuity; its little internal structure, lack of official rank, the crave, lightning-fast brutality, Zurgo Bellstriker, and Vial Smasher are contrast or timeline-bound material.",substantive_claim,Official Tarkir lore boundary,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_dragons_pg_part_2""]","[""Curated evidence ledger"",""Official Tarkir guide capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-018, MARDU-EVID-019"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0006 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_dragons_pg_part_2"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Dragons of Tarkir, Part 2; bounded local capture for mardu_claim_0006"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0006 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0007,"Modern Dragonstorm-era Mardu are a timeline-labeled restored clan of nomadic warriors following Kolaghan rule, Phyrexian-invasion losses, rebellion, and reunification, with agile tactics, technology, weakness exploitation, blacksmithing, beastriders, lightning fighters, archers, khan governance, the Dalkovan Assembly, generals, mobile camp-cities, civilian life, arts, sport, and combat readiness.",substantive_claim,Official modern Tarkir guide capture,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_dragonstorm_pg_part_2""]","[""Curated evidence ledger"",""Official Tarkir guide capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-020, MARDU-EVID-021, MARDU-EVID-022, MARDU-EVID-023, MARDU-EVID-024"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0007 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_dragonstorm_pg_part_2"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Tarkir: Dragonstorm, Part 2; bounded local capture for mardu_claim_0007"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0007 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0008,"Modern Dragonstorm-era Mardu belief, magic, dragonstorm, and geography include Emberheart and Skybreath, open religious mixing, Lightning Proving, lightning and physical enhancement magic, stormsingers, clan dragons as contributors, dragonstorm mobility and lightning barriers, Dalkovan cities, Thunder Stadium, Dragonsong Rock, Sandsteppe Gate, Screamreach, Goldengrave, and The Scour.",substantive_claim,Official modern Tarkir guide capture,High,"[""src_vm_mardu_evidence_ledger_20260531"",""src_wotc_tarkir_dragonstorm_pg_part_2""]","[""Curated evidence ledger"",""Official Tarkir guide capture""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-025, MARDU-EVID-026"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0008 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""},{""source_id"":""src_wotc_tarkir_dragonstorm_pg_part_2"",""locator_type"":""official_source_capture"",""locator"":""Planeswalker's Guide to Tarkir: Dragonstorm, Part 2; bounded local capture for mardu_claim_0008"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0008 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0009,"Color-pair philosophy files and Mardu seed source-material artifacts are not direct Tarkir lore evidence; color-pair files support interpretation only, and seed claims must be independently rebound to approved source rows or marked Manual fill required.",substantive_claim,Source-supported boundary,High,"[""src_vm_mardu_evidence_ledger_20260531""]","[""Curated evidence ledger""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-029, MARDU-EVID-030"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0009 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0010,"Generic RWB, generic WBR, Kolaghan continuity, Dragonstorm backfill, color-pair interpretation, seed-file claims, and non-live packet status are not sufficient Mardu Horde proof or runtime readiness.",substantive_claim,Source-supported boundary,High,"[""src_vm_mardu_evidence_ledger_20260531""]","[""Curated evidence ledger""]","[{""source_id"":""src_vm_mardu_evidence_ledger_20260531"",""locator_type"":""evidence_ledger_rows"",""locator"":""Mardu Evidence Ledger; rows MARDU-EVID-001, MARDU-EVID-018, MARDU-EVID-029, MARDU-EVID-030, MARDU-EVID-032"",""bounded_paraphrase"":""Supports the bounded Mardu statement for mardu_claim_0010 without expanding beyond its declared source rows."",""evidence_scope"":""substantive_mardu_semantic_evidence"",""interpretation_level"":""bounded_paraphrase""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
MARDU,mardu,mardu_claim_0011,"The official Tarkir: Dragonstorm Commander Decklists page verifies Mardu Surge as a Red; White; Black Commander deck with Zurgo Stormrender as face commander and Neriv, Crackling Vanguard as featured commander.",support_record,Support-only product row,High,"[""src_wotc_tarkir_dragonstorm_commander_decklists_20250325""]","[""Official Commander product decklist""]",[],Officially supported within the raw identity corpus,Potentially suitable when scope matches the cited evidence,None: live answer likelihoods do not reference claim IDs.
NAYA,naya,naya_claim_0001,Naya is the red-green-white Alara shard discussed in the local official Naya design article.,substantive_claim,Source-supported identity,High,"[""src_vm_naya_evidence_ledger_20260530"",""src_wotc_rosewater_naya_searching_within""]","[""Curated evidence ledger"",""Official Wizards design article capture""]","[{""source_id"":""src_vm_naya_evidence_ledger_20260530"",""locator"":""docs/research/naya/naya-evidence-ledger.md#L9"",""note"":""Evidence row records Naya as the red-green-white Alara shard."",""locator_type"":""line_range"",""bounded_paraphrase"":""Evidence row records Naya as the red-green-white Alara shard."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""},{""source_id"":""src_wotc_rosewater_naya_searching_within"",""locator"":""docs/research/canon/mark_rosewater_official_three_color/Naya_Searching Within _ MAGIC_ THE GATHERING.md#L7-L10"",""note"":""Rosewater identifies Naya as the red-green-white shard and Green as its central lens."",""locator_type"":""line_range"",""bounded_paraphrase"":""Rosewater identifies Naya as the red-green-white shard and Green as its central lens."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
NAYA,naya,naya_claim_0002,"Naya's color-direction metadata is RGW, and VM-181 frames Green as the center/design lens.",substantive_claim,Source-supported design metadata,High,"[""src_vm_naya_evidence_ledger_20260530"",""src_wotc_rosewater_naya_searching_within"",""src_vm_canon_inventory_three_color_audit_20260528""]","[""Curated evidence ledger"",""Official Wizards design article capture"",""Canon inventory and discovery audit""]","[{""source_id"":""src_vm_naya_evidence_ledger_20260530"",""locator"":""docs/research/naya/naya-evidence-ledger.md#L10-L11"",""note"":""Evidence rows bind local RGW metadata and Green center to Naya."",""locator_type"":""line_range"",""bounded_paraphrase"":""Evidence rows bind local RGW metadata and Green center to Naya."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""},{""source_id"":""src_wotc_rosewater_naya_searching_within"",""locator"":""docs/research/canon/mark_rosewater_official_three_color/Naya_Searching Within _ MAGIC_ THE GATHERING.md#L7-L10"",""note"":""The official article presents Naya through the Green-centered shard frame."",""locator_type"":""line_range"",""bounded_paraphrase"":""The official article presents Naya through the Green-centered shard frame."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""},{""source_id"":""src_vm_canon_inventory_three_color_audit_20260528"",""locator"":""docs/analysis/canon-inventory-three-color-reference-audit.md#L35-L44"",""note"":""Canon inventory identifies the Naya article as the Green-centered official three-color source."",""locator_type"":""line_range"",""bounded_paraphrase"":""Canon inventory identifies the Naya article as the Green-centered official three-color source."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
NAYA,naya,naya_claim_0003,"Naya frames life as part of a larger natural whole where ecosystem, role, place, and belonging are safe design-level readings.",substantive_claim,Official design commentary,High,"[""src_vm_naya_evidence_ledger_20260530"",""src_wotc_rosewater_naya_searching_within""]","[""Curated evidence ledger"",""Official Wizards design article capture""]","[{""source_id"":""src_vm_naya_evidence_ledger_20260530"",""locator"":""docs/research/naya/naya-evidence-ledger.md#L12"",""note"":""Evidence row permits life, ecosystem, role, place, and belonging as design-level Naya readings."",""locator_type"":""line_range"",""bounded_paraphrase"":""Evidence row permits life, ecosystem, role, place, and belonging as design-level Naya readings."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""},{""source_id"":""src_wotc_rosewater_naya_searching_within"",""locator"":""docs/research/canon/mark_rosewater_official_three_color/Naya_Searching Within _ MAGIC_ THE GATHERING.md#L21-L33"",""note"":""The article frames Green around the larger puzzle of life, ecosystem, place, and role."",""locator_type"":""line_range"",""bounded_paraphrase"":""The article frames Green around the larger puzzle of life, ecosystem, place, and role."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
NAYA,naya,naya_claim_0004,"Naya's official design frame puts nature and growth at center stage, with growth pushed to an extreme.",substantive_claim,Official design commentary,High,"[""src_vm_naya_evidence_ledger_20260530"",""src_wotc_rosewater_naya_searching_within""]","[""Curated evidence ledger"",""Official Wizards design article capture""]","[{""source_id"":""src_vm_naya_evidence_ledger_20260530"",""locator"":""docs/research/naya/naya-evidence-ledger.md#L13"",""note"":""Evidence row records nature and growth at center stage with growth pushed extreme."",""locator_type"":""line_range"",""bounded_paraphrase"":""Evidence row records nature and growth at center stage with growth pushed extreme."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""},{""source_id"":""src_wotc_rosewater_naya_searching_within"",""locator"":""docs/research/canon/mark_rosewater_official_three_color/Naya_Searching Within _ MAGIC_ THE GATHERING.md#L171-L178"",""note"":""The article describes Naya as nature centered and growth reaching full potential."",""locator_type"":""line_range"",""bounded_paraphrase"":""The article describes Naya as nature centered and growth reaching full potential."",""evidence_scope"":""identity-boundary"",""interpretation_level"":""direct-or-bounded-interpretation""}]",Internal synthesis or editorial interpretation grounded in cited sources,Requires editorial qualification and an explicit Commander-behavior interpretive bridge,None: live answer likelihoods do not reference claim IDs.
